WO-MRR NUM,IS REWORK,PROD_CDE,HOURS BLAST TO PREP,PREP DAY,PREP SHIFT,PREP H,PREP QTY,PREP ASSOCIATE,PREP QTY IN THE SHIFT,PREPED IN THE SHIFT SO FAR,HOURS PREP TO FUR,FURN,HAS SCRAP AT SINTER,ASSOCIATE AXPERIENCE,Prep week,Has MRR
9788503-,0,PINN_PORO,0,3,1,21,10,152868302,90,60,72,FURN0005,0,2,18,0
9788504-,0,PINN_PORO,0,3,1,13,10,152868302,90,10,72,FURN0006,0,2,18,0
9788505-,0,PINN_PORO,72,7,2,3,10,152852517,40,30,192,FURN0006,0,2,18,0
9788506-,0,PINN_PORO,48,6,2,8,10,152859137,60,30,504,FURN0004,0,2,18,0
9788508-,0,PINN_PORO,24,5,2,0,10,57000763,110,0,0,FURN0006,0,3,18,0
9788509-,0,PINN_PORO,0,4,2,8,10,152828421,70,40,24,FURN0006,0,1,18,0
9788511-,0,PIN_GRIP_P,24,4,2,3,10,152890203,99,30,0,FURN0004,0,2,18,0
9788512-,0,PIN_GRIP_P,0,2,1,22,10,152051910,106,95,24,FURN0004,0,3,18,0
9788513-,0,PIN_GRIP_P,24,3,2,7,10,152890203,110,70,0,FURN0004,0,2,18,0
9788514-,0,PINN_PORO,0,3,1,17,10,152061442,131,60,72,FURN0005,0,3,18,1
9788515-,0,PINN_PORO,0,3,1,20,10,152061442,131,80,72,FURN0005,0,3,18,0
9788516-,0,PINN_PORO,0,3,1,20,10,152061442,131,90,72,FURN0005,0,3,18,0
9788517-,0,PINN_PORO,24,4,2,10,10,57000763,120,110,48,FURN0004,0,3,18,0
9788518-,0,PINN_PORO,24,5,1,18,10,152806978,30,10,0,FURN0006,0,3,18,0
9788519-,0,PINN_PORO,48,6,1,13,10,152861369,118,10,24,FURN0006,0,3,18,0
9788520-,0,PINN_PORO,24,5,2,4,10,152828421,70,10,48,FURN0006,0,1,18,0
9788521-,0,PIN_GRIP_P,24,3,2,0,10,152824995,60,0,24,FURN0004,0,3,18,0
9788522-,0,PIN_GRIP_P,72,5,1,18,10,152054287,42,32,24,FURN0004,0,3,18,0
9788523-,0,PIN_GRIP_P,24,4,2,1,10,152824995,60,0,0,FURN0004,0,3,18,0
9788524-,0,PIN_GRIP_P,0,4,2,9,10,152848438,100,80,24,FURN0007,1,2,18,1
9788525-,0,PIN_GRIP_P,0,3,1,23,10,152051910,110,100,24,FURN0004,1,3,18,0
9788527-,0,PINN_PORO,0,5,2,4,10,57000763,110,30,0,FURN0006,0,3,18,0
9788528-,0,PINN_PORO,24,5,2,0,10,152828421,70,0,0,FURN0006,0,1,18,0
9788569-,0,SUMMIT_P,,7,1,17,10,152868301,60,20,48,FURN0005,0,2,18,0
9788570-,0,SUMMIT_P,,3,2,6,10,152896776,30,10,0,FURN0005,0,1,18,0
9788571-,0,SUMMIT_P,,4,2,11,10,152072888,30,20,48,FURN0005,0,2,18,0
9788572-,0,SUMMIT_P,,5,2,5,10,152896776,40,10,24,FURN0005,0,1,18,0
9788573-,0,SUMMIT_P,,2,1,19,10,152871590,73,43,24,FURN0005,0,2,18,0
9788574-,0,SUMMIT_P,,3,2,9,10,152896776,30,20,0,FURN0005,0,1,18,0
9788577-,0,SUMMIT_P,,3,1,17,10,152871590,76,36,96,FURN0005,0,2,18,0
9788579-,0,SUMMIT_P,,5,2,4,10,152896776,40,0,24,FURN0005,0,1,18,0
9788580-,0,SUMMIT_P,,4,1,18,10,152863741,60,20,48,FURN0005,0,2,18,0
9788581-,0,SUMMIT_P,,4,1,20,10,152863741,60,30,48,FURN0005,0,2,18,0
9788585-,0,SUMMIT_P,,6,1,23,10,152868301,60,45,24,FURN0005,0,2,18,0
9788586-,0,SUMMIT_P,,5,2,10,10,152896776,40,30,24,FURN0005,0,1,18,0
9788591-,0,SUMMIT_P,,4,2,10,10,152072888,30,10,48,FURN0005,0,2,18,0
9788592-,0,SUMMIT_P,,4,2,8,10,152896776,20,10,48,FURN0005,0,1,18,1
9788593-,0,SUMMIT_P,,3,1,20,10,152871590,76,56,72,FURN0005,0,2,18,0
9788595-,0,SUMMIT_P,,3,2,3,10,152896776,30,0,0,FURN0005,0,1,18,0
9788596-,0,SUMMIT_P,,4,2,3,10,152896776,20,0,72,FURN0005,1,1,18,1
9788597-,0,SUMMIT_P,,5,2,11,10,152868301,44,34,48,FURN0005,0,2,18,0
9788598-,0,SUMMIT_P,,5,2,9,10,152868301,44,24,24,FURN0005,0,2,18,0
9788599-,0,SUMMIT_P,,4,1,16,10,152863741,60,10,72,FURN0005,0,2,18,0
9788600-,0,SUMMIT_P,,5,2,5,10,152868301,44,4,24,FURN0005,0,2,18,0
9788821-,0,GUIMST_P,24,4,2,6,9,152872563,27,9,408,FURN0006,0,2,18,0
9788822-,0,GUIMST_P,24,4,2,3,9,152872563,27,0,288,FURN0006,0,2,18,0
9788823-,0,GUIMST_P,0,3,1,20,9,152851272,27,18,48,FURN0006,0,2,18,0
9788824-,0,GUIMST_P,0,3,2,11,9,152872563,31,22,24,FURN0006,0,2,18,0
9788825-,0,GUIMST_P,0,3,1,17,9,152851272,27,9,24,FURN0006,0,2,18,0
9788826-,0,GUIMST_P,0,3,1,15,9,152851272,27,0,24,FURN0006,0,2,18,0
9788959-,0,PIN_GRIP_P,24,5,2,3,10,152890203,100,10,48,FURN0004,0,2,18,0
9788960-,0,PIN_GRIP_P,24,5,2,12,10,152054287,42,2,48,FURN0004,1,3,18,0
9788962-,0,PIN_GRIP_P,24,4,2,0,10,152072361,95,0,0,FURN0004,0,3,18,0
9788963-,0,PIN_GRIP_P,24,4,2,2,10,152890203,99,20,0,FURN0004,0,2,18,0
9788964-,0,PIN_GRIP_P,24,4,2,0,10,152890203,99,0,0,FURN0004,0,2,18,0
9788968-,0,PIN_GRIP_P,24,5,1,13,10,152824994,70,10,48,FURN0004,0,3,18,0
9788969-,0,PIN_GRIP_P,24,4,1,23,10,152890987,90,80,24,FURN0004,0,2,18,1
9788972-,0,PIN_GRIP_P,24,6,1,18,10,152824994,100,90,24,FURN0004,0,3,18,1
9788977-,0,PIN_GRIP_P,0,5,1,17,10,152054287,42,22,48,FURN0004,0,3,18,1
9788979-,0,PIN_GRIP_P,24,6,2,10,10,152824994,100,20,0,FURN0004,0,3,18,0
9788981-,0,PIN_GRIP_P,24,6,1,13,10,152824994,100,50,24,FURN0004,0,3,18,1
9788982-,0,PIN_GRIP_P,0,5,1,17,10,152824994,70,40,0,FURN0004,0,3,18,0
9788983-,0,PIN_GRIP_P,0,5,2,12,10,152824994,70,0,24,FURN0004,0,3,18,0
9788985-,0,PIN_GRIP_P,0,5,1,16,10,152824994,70,30,48,FURN0004,0,3,18,0
9788986-,0,PIN_GRIP_P,0,5,1,15,10,152890987,71,20,0,FURN0004,0,2,18,0
9788990-,0,PIN_GRIP_P,24,5,2,8,10,152072361,101,62,0,FURN0007,0,3,18,0
9788991-,0,PIN_GRIP_P,0,4,2,9,10,152848438,100,70,0,FURN0004,0,2,18,0
9788992-,0,PIN_GRIP_P,0,4,1,22,10,152824994,100,80,24,FURN0004,0,3,18,0
9788993-,0,PIN_GRIP_P,0,4,1,21,10,152824994,100,70,24,FURN0004,0,3,18,0
9788994-,0,PIN_GRIP_P,0,4,2,12,10,152824994,100,0,0,FURN0004,0,3,18,0
9788996-,0,PIN_GRIP_P,0,5,2,8,10,152072361,101,72,0,FURN0004,0,3,18,0
9788997-,0,PIN_GRIP_P,0,5,1,14,10,152065732,69,14,0,FURN0004,0,2,18,0
9788998-,0,PIN_GRIP_P,0,5,1,19,10,152890987,71,51,24,FURN0004,0,2,18,0
9789001-,0,PIN_GRIP_P,0,4,1,18,10,152054287,83,31,24,FURN0007,0,3,18,0
9789002-,0,PIN_GRIP_P,48,7,2,4,9,152051910,50,52,0,FURN0004,0,3,18,0
9789003-,0,PIN_GRIP_P,24,5,2,4,10,152072361,101,32,0,FURN0007,0,3,18,0
9789004-,0,PIN_GRIP_P,24,5,2,0,10,152072361,101,0,0,FURN0004,0,3,18,0
9789005-,0,PIN_GRIP_P,24,5,2,12,10,152065732,69,3,24,FURN0004,0,2,18,0
9789006-,0,PIN_GRIP_P,48,7,2,4,10,152051910,50,42,48,FURN0004,1,3,18,1
9789007-,0,PIN_GRIP_P,48,6,2,6,10,152827348,75,60,0,FURN0004,0,3,18,0
9789012-,0,PINN_PORO,0,3,1,21,10,152061442,131,100,72,FURN0004,0,3,18,0
9789013-,0,PINN_PORO,24,4,2,7,10,152072888,30,0,24,FURN0006,0,2,18,0
9789014-,0,PINN_PORO,0,3,1,17,10,152868302,90,40,96,FURN0006,0,2,18,0
9789015-,0,PINN_PORO,0,4,2,4,10,57000763,120,60,24,FURN0006,0,3,18,0
9789016-,0,PINN_PORO,0,4,2,3,10,57000763,120,40,48,FURN0005,0,3,18,0
9789018-,0,PINN_PORO,0,3,1,19,10,152868302,90,50,72,FURN0004,0,2,18,1
9789019-,0,PINN_PORO,0,3,1,19,10,152852517,87,40,72,FURN0004,0,2,18,0
9789020-,0,PINN_PORO,0,4,2,4,10,57000763,120,50,48,FURN0005,0,3,18,0
9789021-,0,PINN_PORO,0,4,2,2,10,57000763,120,30,48,FURN0005,0,3,18,0
9789022-,0,PINN_PORO,24,5,2,3,10,57000763,110,10,24,FURN0004,0,3,18,0
9789023-,0,PINN_PORO,0,3,1,19,10,152834263,30,0,72,FURN0005,0,2,18,0
9789024-,0,PINN_PORO,0,4,2,5,10,152828421,70,20,48,FURN0005,0,1,18,0
9789025-,0,PINN_PORO,0,4,2,7,10,152828421,70,30,48,FURN0005,0,1,18,0
9789026-,0,PINN_PORO,0,3,1,22,10,152834263,30,20,72,FURN0005,0,2,18,0
9789027-,0,PINN_PORO,24,4,2,1,10,152828421,70,0,72,FURN0006,0,1,18,0
9789028-,0,PINN_PORO,24,4,2,0,10,57000763,120,0,144,FURN0006,0,3,18,0
9789029-,0,PINN_PORO,0,3,1,22,10,152852517,87,60,24,FURN0006,0,2,18,0
9789031-,0,PINN_PORO,24,7,2,9,10,152890600,61,51,24,FURN0005,0,2,18,0
9789032-,0,PINN_PORO,0,7,1,19,10,152861369,110,70,24,FURN0004,0,3,18,0
9789033-,0,PINN_PORO,0,7,1,20,10,152861369,110,90,24,FURN0005,0,3,18,0
9789034-,0,PINN_PORO,0,7,1,18,10,152861369,110,60,120,FURN0005,1,3,18,0
9789035-,0,PINN_PORO,0,7,1,16,10,152861369,110,40,24,FURN0004,0,3,18,0
9789037-,0,PINN_PORO,48,7,2,4,10,152859275,70,20,72,FURN0006,0,2,18,0
9789040-,0,PINN_PORO,24,6,2,5,10,152859275,100,30,24,FURN0006,0,2,18,0
9789041-,0,PINN_PORO,0,4,2,6,10,57000763,120,70,0,FURN0006,0,3,18,0
9789042-,0,PINN_PORO,24,6,2,5,10,152859275,100,40,0,FURN0004,0,2,18,0
9789043-,0,PINN_PORO,0,5,1,15,10,152806978,30,0,24,FURN0004,0,3,18,0
9789044-,0,PINN_PORO,24,4,2,8,10,57000763,120,90,0,FURN0006,0,3,18,1
9789045-,0,PINN_PORO,48,6,1,16,10,152861369,118,40,408,FURN0006,0,3,18,0
9789046-,0,PINN_PORO,0,5,1,19,10,152806978,30,20,24,FURN0005,0,3,18,0
9789047-,0,PINN_PORO,24,5,2,3,10,57000763,110,20,0,FURN0006,0,3,18,0
9789048-,0,PINN_PORO,24,6,2,3,10,152890600,70,10,0,FURN0006,1,2,18,0
9789049-,0,PINN_PORO,0,4,1,20,10,152890601,80,49,48,FURN0004,0,2,18,1
9789051-,0,PINN_PORO,0,4,1,17,10,152890601,80,29,240,FURN0006,0,2,18,0
9789052-,0,PINN_PORO,24,6,2,3,10,152859137,60,10,24,FURN0006,0,2,18,0
9789053-,0,PINN_PORO,0,6,2,6,10,152859137,60,20,1248,FURN0006,0,2,18,1
9789054-,0,PINN_PORO,72,7,2,2,10,152859275,70,10,168,FURN0006,0,2,18,0
9789055-,0,PINN_PORO,24,6,2,1,10,152890600,70,0,240,FURN0006,1,2,18,0
9789060-,0,PINN_PORO,0,7,2,7,10,152859137,61,41,24,FURN0005,0,2,18,0
9789062-,0,PINN_PORO,0,7,2,6,10,152890600,61,31,0,FURN0006,0,2,18,0
9789063-,0,PINN_PORO,0,6,1,18,10,152861369,118,60,,FURN0005,1,3,18,0
9789065-,0,PINN_PORO,0,6,1,22,10,152861369,118,108,24,FURN0006,0,3,18,0
9789066-,0,PINN_PORO,24,7,2,2,10,152890601,60,10,0,FURN0006,0,2,18,0
9789067-,0,PINN_PORO,0,6,2,10,10,152859275,100,90,360,FURN0006,0,2,18,0
9789068-,0,PINN_PORO,24,7,2,3,10,152859137,61,10,0,FURN0006,0,2,18,0
9789069-,0,PINN_PORO,24,6,2,10,10,152859137,60,40,24,FURN0006,0,2,18,0
9789070-,0,PINN_PORO,24,4,2,3,10,152828421,70,10,48,FURN0005,0,1,18,0
9789071-,0,PINN_PORO,24,5,2,9,10,152828421,70,50,24,FURN0004,0,1,18,0
9789073-,0,PINN_PORO,24,7,2,1,10,152890600,61,0,0,FURN0006,0,2,18,0
9789076-,0,PINN_PORO,24,5,2,6,10,57000763,110,60,48,FURN0006,0,3,18,0
9789077-,0,PINN_PORO,48,6,2,10,10,152890601,60,50,1080,FURN0004,0,2,18,0
9789080-,0,PIN_GRIP_P,0,4,1,17,10,152890987,90,40,24,FURN0004,0,2,18,0
9789081-,0,PINN_PORO,0,5,2,10,10,57000763,110,100,24,FURN0004,0,3,18,0
9789082-,0,PINN_PORO,0,4,1,22,10,152890601,80,70,24,FURN0006,0,2,18,1
9789083-,0,PINN_PORO,0,4,1,21,10,152890601,80,59,48,FURN0004,0,2,18,1
9789084-,0,PINN_PORO,0,5,2,4,10,57000763,110,40,24,FURN0004,1,3,18,0
9789085-,0,PINN_PORO,0,5,2,7,10,57000763,110,70,48,FURN0006,1,3,18,0
9789086-,0,PINN_PORO,24,5,2,11,10,152072888,50,40,168,FURN0006,0,2,18,1
9789087-,0,PINN_PORO,0,4,2,7,10,57000763,120,80,,FURN0006,0,3,18,0
9789088-,0,PIN_GRIP_P,24,6,2,7,10,152824994,100,0,0,FURN0004,0,3,18,0
9789089-,0,PIN_GRIP_P,0,5,2,8,10,152824995,99,61,0,FURN0007,0,3,18,0
9789090-,0,PIN_GRIP_P,0,5,1,14,10,152054287,42,12,72,FURN0007,0,3,18,0
9789234-,0,DX_EP_OP10,24,7,1,17,12,152867385,36,12,24,FURN0004,0,2,18,0
9789235-,0,DX_EP_OP10,24,7,1,14,12,152867385,36,0,1056,FURN0004,0,2,18,0
9789239-,0,DX_EP_OP10,0,6,1,16,12,152867385,48,12,792,FURN0004,1,2,18,0
9789242-,0,DX_EP_OP10,0,6,1,22,12,152867385,48,36,48,FURN0004,0,2,18,0
9789244-,0,DX_EP_OP10,0,6,1,20,12,152867385,48,24,576,FURN0004,1,2,18,0
9789245-,0,DX_EP_OP10,24,7,2,7,12,152868303,35,12,24,FURN0004,0,2,18,0
9789250-,0,SUMMIT_P,,5,1,15,10,152863741,40,10,48,FURN0005,0,2,18,1
9789251-,0,SUMMIT_P,,3,1,22,10,152871590,76,66,96,FURN0005,0,2,18,0
9789252-,0,SUMMIT_P,,5,1,19,10,152863741,40,30,24,FURN0005,0,2,18,0
9789258-,0,SUMMIT_P,,6,1,15,10,152868301,60,10,24,FURN0005,0,2,18,1
9789504-,0,GUIMST_P,0,4,1,23,9,152851276,36,27,192,FURN0006,0,2,18,1
9789506-,0,GUIMST_P,0,4,1,17,9,152851276,36,9,240,FURN0006,0,2,18,0
9789508-,0,GUIMST_P,0,4,1,20,9,152851276,36,18,120,FURN0004,0,2,18,0
9789509-,0,GUIMST_P,0,4,1,14,9,152851276,36,0,336,FURN0006,0,2,18,0
9789510-,0,GUIMST_P,0,4,2,11,9,152872563,27,18,336,FURN0006,0,2,18,0
9789555-,0,SUMMIT_P,,5,2,8,10,152072888,50,10,24,FURN0005,0,2,18,0
9789556-,0,SUMMIT_P,,5,1,17,10,152863741,40,20,48,FURN0005,0,2,18,0
9789557-,0,SUMMIT_P,,5,2,6,10,152072888,50,0,48,FURN0005,0,2,18,0
9789558-,0,SUMMIT_P,,7,1,22,10,152868301,60,40,48,FURN0005,0,2,18,0
9789559-,0,SUMMIT_P,,7,1,23,10,152868301,60,50,120,FURN0005,0,2,18,0
9789560-,0,SUMMIT_P,,7,1,16,10,152868301,60,10,48,FURN0005,0,2,18,0
9789561-,0,SUMMIT_P,,7,1,19,10,152868301,60,30,48,FURN0005,0,2,18,0
9789562-,0,SUMMIT_P,,7,1,13,10,152868301,60,0,48,FURN0005,0,2,18,1
9789564-,0,SUMMIT_P,,5,2,8,10,152896776,40,20,24,FURN0005,0,1,18,0
9789571-,0,SUMMIT_P,,5,2,9,10,152072888,50,20,24,FURN0005,0,2,18,0
9789572-,0,SUMMIT_P,,6,1,18,10,152868301,60,20,24,FURN0005,0,2,18,0
9789573-,0,SUMMIT_P,,6,2,11,10,152868301,60,0,24,FURN0005,0,2,18,0
9790012-,0,PIN_GRIP_P,24,7,1,17,10,152072361,70,60,24,FURN0007,0,3,18,1
9790013-,0,PIN_GRIP_P,24,7,2,4,10,152065732,52,30,0,FURN0004,0,2,18,1
9790027-,0,PIN_GRIP_P,24,7,2,3,10,152065732,52,20,0,FURN0004,0,2,18,1
9790030-,0,PIN_GRIP_P,0,6,1,17,10,152824994,100,80,48,FURN0007,0,3,18,0
9790032-,0,PIN_GRIP_P,24,6,1,15,10,152824994,100,60,48,FURN0007,0,3,18,0
9790033-,0,PIN_GRIP_P,48,7,2,4,10,152051910,50,32,0,FURN0004,0,3,18,0
9790035-,0,PIN_GRIP_P,0,5,1,15,10,152065732,69,24,0,FURN0004,0,2,18,1
9790039-,0,PIN_GRIP_P,0,6,2,6,10,152827348,75,50,0,FURN0004,0,3,18,1
9790045-,0,PIN_GRIP_P,24,6,2,3,10,152827348,75,30,0,FURN0004,0,3,18,0
9790049-,0,PINN_PORO,0,6,1,21,10,152861369,118,93,24,FURN0006,0,3,18,0
9790050-,0,PINN_PORO,0,6,1,19,10,152861369,118,70,1440,FURN0006,0,3,18,0
9790051-,0,PINN_PORO,0,6,1,20,10,152861369,118,80,264,FURN0006,0,3,18,0
9790052-,0,PINN_PORO,0,6,1,23,10,152861369,118,118,24,FURN0006,0,3,18,0
9790054-,0,PINN_PORO,24,7,2,12,10,152861369,110,0,24,FURN0004,0,3,18,0
9790055-,0,PINN_PORO,0,6,1,16,10,57000763,60,30,216,FURN0006,1,3,18,0
9790056-,0,PINN_PORO,24,7,2,0,10,152890601,60,0,240,FURN0006,0,2,18,0
9790057-,0,PINN_PORO,0,7,2,7,10,152890601,60,40,24,FURN0005,0,2,18,0
9790058-,0,PINN_PORO,0,6,1,23,10,152852517,20,10,48,FURN0004,0,2,18,0
9790061-,0,PINN_PORO,0,7,2,7,10,152859275,70,40,24,FURN0005,0,2,18,0
9790062-,0,PINN_PORO,24,7,2,5,10,152859275,70,30,0,FURN0006,0,2,18,0
9790063-,0,PINN_PORO,0,7,2,9,10,152859275,70,50,24,FURN0005,1,2,18,0
9790064-,0,PINN_PORO,0,6,2,9,10,152859275,100,60,24,FURN0006,0,2,18,0
9790066-,0,PINN_PORO,,6,2,7,10,152859275,100,50,0,FURN0004,0,2,18,0
9790069-,0,PINN_PORO,0,6,1,18,10,152861369,118,50,240,FURN0006,0,3,18,0
9790071-,0,PINN_PORO,0,6,1,18,10,57000763,60,50,48,FURN0005,1,3,18,0
9790073-,0,PINN_PORO,24,7,2,2,10,152890600,61,10,48,FURN0004,0,2,18,0
9790074-,0,PINN_PORO,24,6,2,1,10,152859137,60,0,24,FURN0006,0,2,18,0
9790077-,0,PINN_PORO,24,6,2,2,10,152859275,100,0,624,FURN0004,0,2,18,0
9790078-,0,PINN_PORO,0,6,2,10,10,152859275,100,80,240,FURN0006,0,2,18,0
9790079-,0,PINN_PORO,0,6,2,5,10,152890600,70,30,0,FURN0004,0,2,18,0
9790083-,0,PINN_PORO,24,7,2,1,10,152859137,61,0,240,FURN0005,0,2,18,0
9790084-,0,PINN_PORO,24,6,2,3,10,152890601,60,10,0,FURN0004,0,2,18,0
9790086-,0,PINN_PORO,0,6,1,17,10,57000763,60,40,24,FURN0006,0,3,18,1
9790088-,0,PINN_PORO,0,6,1,15,10,57000763,60,20,216,FURN0006,0,3,18,0
9790091-,0,PINN_PORO,0,7,2,5,10,152859137,61,31,48,FURN0004,0,2,18,0
9790095-,0,PINN_PORO,24,6,2,4,10,152859275,100,20,72,FURN0004,0,2,18,0
9790097-,0,PINN_PORO,0,6,1,13,10,57000763,60,0,24,FURN0006,0,3,18,1
9790100-,0,PINN_PORO,0,6,1,22,10,152852517,20,0,48,FURN0004,0,2,18,1
9790101-,0,PINN_PORO,24,7,2,0,10,152852517,40,0,168,FURN0006,0,2,18,0
9790102-,0,PINN_PORO,0,6,2,10,10,152859137,60,50,24,FURN0006,0,2,18,0
9790103-,0,PINN_PORO,0,7,2,10,10,152890601,60,50,24,FURN0005,0,2,18,0
9790106-,0,PINN_PORO,48,7,2,4,10,152890601,60,20,480,FURN0005,0,2,18,0
9790107-,0,PINN_PORO,24,7,2,3,10,152890600,61,21,408,FURN0005,1,2,18,1
9790109-,0,PINN_PORO,48,7,2,4,10,152890601,60,30,24,FURN0004,0,2,18,0
9790113-,0,PINN_PORO,24,7,2,4,10,152859137,61,20,0,FURN0004,0,2,18,0
9790115-,0,PINN_PORO,24,6,1,14,10,57000763,60,10,360,FURN0006,0,3,18,0
9790119-,0,PINN_PORO,0,5,2,5,10,152828421,70,20,24,FURN0004,1,1,18,0
9790120-,0,PINN_PORO,0,7,1,16,10,152861369,110,50,24,FURN0004,0,3,18,1
9790121-,0,PINN_PORO,24,6,2,0,10,152890601,60,0,,FURN0006,0,2,18,1
9790129-,0,PIN_GRIP_P,48,7,2,7,10,152054287,21,0,48,FURN0007,0,3,18,1
9790130-,0,PIN_GRIP_P,24,6,2,9,10,152824994,100,10,0,FURN0004,0,3,18,0
9790131-,0,PIN_GRIP_P,24,6,1,16,10,152824994,100,70,24,FURN0004,0,3,18,0
9790132-,0,PIN_GRIP_P,24,7,2,0,10,152065732,52,0,0,FURN0004,0,2,18,1
9790136-,0,PINN_PORO,0,7,2,7,10,152890600,61,41,24,FURN0004,0,2,18,0
9790296-,0,GUIMST_P,0,5,2,9,9,152872563,27,11,192,FURN0006,0,2,18,0
9790297-,0,GUIMST_P,0,5,2,6,9,152872563,27,0,288,FURN0006,0,2,18,0
9790298-,0,GUIMST_P,0,5,1,14,9,152851276,29,0,0,FURN0006,0,2,18,0
9790299-,0,GUIMST_P,0,5,2,11,9,152872563,27,20,0,FURN0006,1,2,18,0
9790592-,0,GUIMST_P,24,6,2,2,9,152861371,37,2,0,FURN0006,1,2,18,0
9790593-,0,GUIMST_P,0,5,1,20,9,152851276,29,20,24,FURN0006,0,2,18,0
9790594-,0,GUIMST_P,24,6,2,4,9,152861371,37,14,0,FURN0006,1,2,18,0
9790595-,0,GUIMST_P,0,5,1,17,9,152851276,29,9,0,FURN0006,0,2,18,0
9790596-,0,GUIMST_P,24,6,2,8,9,152861371,37,27,0,FURN0006,0,2,18,1
9790642-,0,PIN_GRIP_P,24,6,2,1,10,152827348,75,10,48,FURN0007,0,3,18,1
9790644-,0,PIN_GRIP_P,24,7,2,10,10,152054287,21,11,24,FURN0007,0,3,18,0
9790645-,0,PIN_GRIP_P,24,7,2,3,10,152051910,50,20,48,FURN0004,0,3,18,0
9790651-,0,PINN_PORO,0,7,1,19,10,152861369,110,80,168,FURN0006,0,3,18,0
9790660-,0,PINN_PORO,0,6,2,4,10,152890600,70,20,0,FURN0006,0,2,18,0
9790661-,0,PINN_PORO,0,6,2,8,10,152890600,70,50,192,FURN0006,0,2,18,0
9790662-,0,PINN_PORO,0,6,2,10,10,152859275,100,70,48,FURN0004,0,2,18,0
9790663-,0,PINN_PORO,24,7,2,0,10,152852517,40,10,0,FURN0006,0,2,18,0
9790664-,0,PINN_PORO,0,6,2,6,10,152890600,70,40,0,FURN0006,0,2,18,0
9790670-,0,PINN_PORO,24,7,2,2,10,152859275,70,0,120,FURN0006,0,2,18,0
9790677-,0,PINN_PORO,0,7,2,11,10,152859275,70,60,288,,0,2,18,0
9790678-,0,PINN_PORO,0,6,2,8,10,152890601,60,30,288,FURN0006,1,2,18,0
9790700-,0,PINN_PORO,0,7,1,14,10,152861369,110,20,24,FURN0004,0,3,18,0
9790701-,0,PINN_PORO,0,7,1,15,10,152861369,110,30,24,FURN0004,0,3,18,0
9790703-,0,PINN_PORO,0,7,1,22,10,152861369,110,100,24,FURN0004,0,3,18,0
9790704-,0,PINN_PORO,0,7,1,13,10,152861369,110,10,264,,1,3,18,0
9790807-,0,GUIMST_P,0,7,2,4,9,152861371,34,11,24,FURN0005,1,2,18,0
9790809-,0,GUIMST_P,0,7,2,11,9,152861371,34,29,96,FURN0005,0,2,18,1
9790810-,0,GUIMST_P,0,7,2,8,9,152861371,34,20,24,FURN0005,0,2,18,1
9685090-1450448,1,GUIMST_P,2856,6,1,13,3,152861371,21,0,48,FURN0006,0,2,19,1
9744519-1449422,1,PIN_GRIP_P,792,2,1,18,1,152072361,109,52,24,FURN0004,0,3,19,1
9749368-1450318,1,PINN_PORO,912,3,2,4,1,152806978,56,10,0,FURN0006,0,3,19,1
9749640-,0,DX_EP_OP10,24,7,2,3,2,152867385,21,12,1392,FURN0004,0,2,19,0
9756274-,0,PIN_GRIP_P,192,1,2,12,10,152824995,124,0,0,FURN0007,0,3,19,0
9757321-1449404,1,PIN_GRIP_P,504,2,1,18,1,152072361,109,53,24,FURN0004,0,3,19,1
9757423-1447972,1,PINN_PORO,528,2,1,15,2,57000763,123,51,456,FURN0005,1,3,19,1
9762168-1450319,1,DX_EP_OP10,504,4,2,3,1,152059403,2,1,384,FURN0004,0,2,19,1
9762170-1450417,1,DX_EP_OP10,360,4,2,3,1,152059403,2,0,696,FURN0004,0,2,19,1
9762175-,0,DX_EP_OP10,96,6,2,5,10,152867385,45,0,1176,FURN0004,0,2,19,0
9762192-,0,DX_EP_OP10,120,6,2,11,11,152867385,45,28,1248,FURN0005,1,2,19,0
9762285-1445301,1,PIN_GRIP_P,768,2,1,19,1,152848438,96,56,24,FURN0004,0,2,19,1
9763229-1448012,1,PINN_PORO,528,2,1,20,2,152848002,110,87,24,FURN0006,0,2,19,1
9777519-1447858,1,PIN_GRIP_P,648,2,1,18,1,152072361,109,50,24,FURN0004,0,3,19,1
9777602-1450349,1,PINN_PORO,480,3,2,7,3,152861369,59,36,48,FURN0006,0,3,19,1
9777651-1450315,1,DX_EP_OP10,456,3,2,4,1,152861369,59,28,408,FURN0004,0,3,19,1
9777653-1450017,1,DX_EP_OP10,336,3,2,4,2,152861369,59,29,528,FURN0004,0,3,19,1
9778213-1447978,1,PINN_PORO,528,2,1,20,1,152848002,110,89,96,FURN0006,0,2,19,1
9778356-1450543,1,PINN_PORO,624,5,2,10,2,152806978,114,102,24,FURN0006,0,3,19,1
9778666-1447741,1,PIN_GRIP_P,480,2,1,20,2,152848438,96,62,24,FURN0004,0,2,19,1
9778711-1450446,1,PINN_PORO,528,5,2,6,1,152861369,93,52,24,FURN0006,0,3,19,1
9778751-1447760,1,PIN_GRIP_P,576,3,2,3,2,152054287,45,21,96,FURN0007,1,3,19,1
9778947-1448169,1,PIN_GRIP_P,384,2,1,19,1,152848438,96,51,24,FURN0007,0,2,19,1
9779507-1450363,1,PINN_PORO,600,4,2,10,1,152890601,72,80,24,FURN0006,0,2,19,1
9780268-1448239,1,PIN_GRIP_P,432,2,1,18,1,152072361,109,57,24,FURN0004,0,3,19,1
