WO-MRR NUM,IS REWORK,PROD_CDE,HOURS BLAST TO PREP,PREP DAY,PREP SHIFT,PREP H,PREP QTY,PREP ASSOCIATE,PREP QTY IN THE SHIFT,PREPED IN THE SHIFT SO FAR,HOURS PREP TO FUR,FURN,HAS SCRAP AT SINTER,ASSOCIATE AXPERIENCE,Prep week,Has MRR
9703227-,0,GUIMST_P,48,7,2,1,9,152851272,18,0,24,FURN0004,0,2,5,0
9703262-,0,PIN_GRIP_P,0,7,2,4,10,152051910,59,20,24,FURN0007,0,3,5,0
9703263-,0,PIN_GRIP_P,0,7,2,5,10,152051910,59,51,24,FURN0007,0,3,5,1
9703285-,0,PIN_GRIP_P,24,6,2,0,10,152824994,50,0,24,FURN0007,0,3,5,0
9703292-,0,PIN_GRIP_P,0,5,1,23,10,152824994,20,10,24,FURN0007,0,3,5,0
9703390-,0,PINN_PORO,0,6,1,21,10,152859275,100,70,240,FURN0005,0,1,5,0
9703391-,0,PINN_PORO,0,5,2,9,10,152059403,13,3,24,FURN0004,0,2,5,0
9703392-,0,PINN_PORO,0,5,1,17,10,152072888,80,40,240,FURN0004,0,2,5,0
9703393-,0,PINN_PORO,0,5,1,14,10,152072888,80,10,24,FURN0004,0,2,5,0
9703394-,0,PINN_PORO,0,6,1,18,10,152859275,100,40,24,FURN0004,0,1,5,0
9703397-,0,PINN_PORO,0,5,2,9,10,152868302,10,0,24,FURN0004,0,0,5,0
9703398-,0,PINN_PORO,0,6,1,21,10,152859275,100,60,24,FURN0004,1,1,5,0
9703399-,0,PINN_PORO,0,5,2,5,10,152852517,75,0,24,FURN0005,0,2,5,0
9703402-,0,PINN_PORO,24,7,2,12,10,152859275,95,0,24,FURN0004,0,2,5,0
9703413-,0,PINN_PORO,24,7,2,4,10,152852517,39,19,24,FURN0004,0,2,5,0
9703416-,0,PINN_PORO,24,7,2,5,10,152852517,39,29,24,FURN0004,0,2,5,0
9703505-,0,PIN_GRIP_P,0,5,1,20,10,152848438,60,50,48,FURN0007,0,2,5,0
9703506-,0,PIN_GRIP_P,0,5,1,16,10,152848438,60,10,24,FURN0007,0,2,5,0
9703507-,0,PIN_GRIP_P,24,6,2,6,10,152054287,23,3,0,FURN0007,0,2,5,0
9703518-,0,PINN_PORO,0,5,2,7,10,152848008,30,20,24,FURN0004,0,2,5,0
9703520-,0,PINN_PORO,0,5,1,13,10,57000763,80,10,24,FURN0004,0,2,5,0
9703522-,0,PINN_PORO,0,6,1,16,10,152859275,100,30,216,FURN0004,0,1,5,0
9703524-,0,PINN_PORO,0,6,1,23,10,152859275,100,90,240,FURN0005,0,1,5,0
9703527-,0,PINN_PORO,0,5,1,18,10,57000763,80,50,24,FURN0004,0,2,5,0
9703533-,0,PINN_PORO,0,7,1,18,10,152859275,95,40,24,FURN0004,0,2,5,1
9703539-,0,PINN_PORO,24,7,1,19,10,152859275,95,50,168,FURN0005,0,2,5,1
9703566-,0,PINN_PORO,24,7,1,14,10,152859275,95,10,24,FURN0004,1,2,5,0
9703568-,0,PINN_PORO,24,7,1,20,10,152859275,95,60,192,FURN0005,0,2,5,0
9703569-,0,PINN_PORO,0,6,1,19,10,152859275,100,50,240,FURN0005,0,1,5,1
9703570-,0,PINN_PORO,0,6,2,2,10,152867385,73,10,0,FURN0005,0,2,5,0
9703571-,0,PINN_PORO,0,5,1,19,10,57000763,80,60,48,FURN0004,0,2,5,0
9703572-,0,PINN_PORO,24,7,1,14,10,152859275,95,20,168,FURN0005,0,2,5,1
9703573-,0,PINN_PORO,0,5,1,20,10,152072888,80,70,48,FURN0004,0,2,5,0
9703574-,0,PINN_PORO,0,7,1,22,10,152859275,95,85,192,FURN0005,0,2,5,0
9703575-,0,PINN_PORO,0,6,1,23,10,152859275,100,100,24,FURN0004,1,1,5,0
9704651-,0,SUMMIT_P,,6,2,11,10,152868301,50,40,0,FURN0004,0,2,5,1
9704652-,0,SUMMIT_P,,6,2,3,10,152871590,20,10,0,FURN0004,0,2,5,1
9704659-,0,SUMMIT_P,,6,2,7,10,152868301,50,20,0,FURN0004,1,2,5,1
9704660-,0,SUMMIT_P,,6,2,4,10,152868301,50,10,0,FURN0004,0,2,5,1
9704666-,0,SUMMIT_P,,7,2,7,10,152868301,50,20,48,FURN0004,0,2,5,0
9704667-,0,SUMMIT_P,,7,2,5,10,152868301,50,10,48,FURN0004,0,2,5,1
9704677-,0,GUIMST_P,24,7,2,5,9,152851272,18,9,24,FURN0004,0,2,5,0
9704683-,0,GUIMST_P,0,6,1,20,9,152861371,36,18,48,FURN0004,0,1,5,0
9620010-,0,PINN_PORO,2496,7,1,15,8,152867385,77,30,48,FURN0005,0,2,6,0
9641361-1434008,1,PIN_GRIP_P,408,2,1,14,1,152827348,121,15,0,FURN0007,0,2,6,1
9648510-,0,PIN_GRIP_P,1392,1,1,20,10,152051910,118,71,0,FURN0007,1,3,6,0
9650314-,0,PIN_GRIP_P,1392,1,1,17,10,152051910,118,51,0,FURN0007,1,3,6,0
9654385-1434089,1,PIN_GRIP_P,1488,5,2,2,4,152072361,101,20,0,FURN0007,0,2,6,1
9658107-1434071,1,PINN_PORO,360,2,1,13,1,152852517,101,12,96,FURN0005,0,2,6,1
9659185-,0,PIN_GRIP_P,1344,4,2,0,10,152824995,110,0,0,FURN0007,0,2,6,0
9659645-1436235,1,SUMMIT_P,,4,2,10,1,152072888,61,50,0,FURN0004,0,2,6,1
9660489-,0,PIN_GRIP_P,1224,1,2,5,10,152824994,21,11,0,FURN0007,0,3,6,0
9663784-,0,DX_EP_OP10,96,4,1,17,12,152861369,49,13,144,FURN0004,0,2,6,0
9663814-,0,DX_EP_OP10,0,7,1,18,12,152861369,69,57,72,FURN0004,0,2,6,0
9663817-,0,DX_EP_OP10,24,7,1,13,8,152861369,69,40,72,FURN0004,0,2,6,0
9663818-1436174,1,DX_EP_OP10,168,6,2,11,1,152867385,33,0,240,FURN0004,0,2,6,1
9663819-1436117,1,DX_EP_OP10,408,7,2,3,7,152868303,41,10,216,FURN0004,1,2,6,1
9664855-,0,PINN_PORO,1080,4,2,3,10,152072888,61,30,0,FURN0004,0,2,6,0
9669450-,0,PIN_GRIP_P,456,3,1,14,10,152827348,110,10,24,FURN0007,0,2,6,1
9671858-,0,PIN_GRIP_P,384,4,2,6,10,152072361,120,70,0,FURN0007,1,2,6,0
9671888-1433362,1,PIN_GRIP_P,528,2,1,14,7,152827348,121,20,0,FURN0007,0,2,6,1
9672237-,0,SUMMIT_P,,3,2,5,10,152072888,21,1,24,FURN0004,0,2,6,0
9672675-,0,PINN_PORO,72,4,1,21,10,152848005,110,80,48,FURN0005,0,2,6,0
9672702-1434189,1,PIN_GRIP_P,552,2,1,14,1,152827348,121,16,0,FURN0007,0,2,6,1
9672703-,0,PIN_GRIP_P,336,3,1,21,10,152827348,110,70,24,FURN0007,0,2,6,1
9677040-1433510,1,PIN_GRIP_P,480,2,1,14,3,152827348,121,17,0,FURN0007,0,2,6,1
9677722-1433577,1,PIN_GRIP_P,744,5,2,2,1,152072361,101,28,0,FURN0007,0,2,6,1
9677727-1434049,1,PIN_GRIP_P,408,2,1,14,2,152827348,121,27,0,FURN0007,0,2,6,1
9677741-1433768,1,PIN_GRIP_P,456,2,1,15,2,152827348,121,45,0,FURN0007,0,2,6,1
9678855-1434395,1,PINN_PORO,408,2,1,13,1,152061442,100,19,120,FURN0005,0,2,6,1
9678864-1436054,1,PINN_PORO,96,2,2,3,3,152861369,56,0,0,FURN0004,0,2,6,1
9678883-,0,PINN_PORO,360,7,2,11,10,152861369,69,0,576,FURN0004,1,2,6,1
9678928-,0,PIN_GRIP_P,456,3,1,22,10,152827348,110,80,24,FURN0007,0,2,6,0
9678930-,0,PIN_GRIP_P,456,3,1,16,10,152827348,110,30,24,FURN0007,1,2,6,1
9680051-1436211,1,GUIMST_P,720,3,2,5,2,152872563,29,0,120,FURN0004,0,2,6,1
9680469-,0,PIN_GRIP_P,0,2,1,17,10,152051910,80,20,0,FURN0007,0,3,6,0
9680499-1433595,1,PIN_GRIP_P,552,5,2,2,4,152072361,101,24,0,FURN0007,0,2,6,1
9680505-1433477,1,PIN_GRIP_P,456,2,1,14,1,152827348,121,33,0,FURN0007,0,2,6,1
9680506-,0,PIN_GRIP_P,288,2,1,23,10,152051910,80,70,24,FURN0007,1,3,6,1
9680510-,0,PIN_GRIP_P,288,1,1,13,10,152051910,118,10,0,FURN0007,1,3,6,0
9680511-1433474,1,PIN_GRIP_P,504,2,1,14,2,152827348,121,31,0,FURN0007,0,2,6,1
9680524-,0,PIN_GRIP_P,264,2,1,13,10,152051910,80,0,0,FURN0007,0,3,6,0
9680527-1436084,1,PIN_GRIP_P,264,2,2,2,1,152824994,82,20,0,FURN0007,0,3,6,1
9680537-,0,PIN_GRIP_P,0,5,1,18,10,152890987,60,40,24,FURN0007,0,1,6,1
9680538-1436107,1,PIN_GRIP_P,168,3,1,20,4,152051910,104,70,24,FURN0007,1,3,6,1
9680544-1433481,1,PIN_GRIP_P,552,5,2,3,2,152072361,101,29,0,FURN0007,0,2,6,1
9680662-1434198,1,PIN_GRIP_P,504,2,1,14,5,152827348,121,10,0,FURN0007,0,2,6,1
9684911-1435676,1,PIN_GRIP_P,312,1,2,0,1,152890987,60,0,24,FURN0007,0,0,6,1
9684934-,0,PIN_GRIP_P,312,4,2,4,10,152848438,130,40,24,FURN0007,0,2,6,0
9684943-,0,PIN_GRIP_P,288,3,1,14,9,152051910,104,20,24,FURN0007,0,3,6,0
9684946-,0,PIN_GRIP_P,288,3,1,19,10,152827348,110,60,24,FURN0007,0,2,6,0
9684961-1435529,1,PIN_GRIP_P,264,2,1,15,3,152827348,121,47,0,FURN0007,0,2,6,1
9684963-,0,PIN_GRIP_P,192,4,2,1,10,152824995,110,10,0,FURN0007,0,2,6,0
9684971-,0,PIN_GRIP_P,360,4,2,5,10,152824995,110,50,24,FURN0007,0,2,6,0
9684977-1435998,1,PINN_PORO,360,2,2,2,1,152806978,101,20,0,FURN0004,0,2,6,1
9685006-,0,PINN_PORO,264,7,2,3,10,152852517,50,30,24,FURN0004,0,2,6,0
9685031-,0,PINN_PORO,408,4,1,17,10,152848005,110,40,144,FURN0005,1,2,6,0
9685036-1436098,1,PINN_PORO,408,2,1,13,1,152061442,100,17,72,FURN0005,0,2,6,1
9685047-,0,PIN_GRIP_P,288,1,1,21,10,152827348,109,69,24,FURN0007,0,2,6,0
9686484-1435611,1,PIN_GRIP_P,360,2,1,15,2,152827348,121,43,0,FURN0007,0,2,6,1
9686526-,0,PIN_GRIP_P,288,4,2,8,10,152848254,100,70,24,FURN0007,0,2,6,0
9686530-,0,PIN_GRIP_P,432,3,2,7,10,152824995,60,40,0,FURN0007,0,2,6,0
9686531-,0,PIN_GRIP_P,432,2,2,5,10,152890987,70,30,0,FURN0007,0,1,6,0
9686532-,0,PIN_GRIP_P,432,3,1,23,10,152824995,60,50,48,FURN0007,0,2,6,0
9686534-1435674,1,PIN_GRIP_P,288,1,2,4,3,152890987,60,17,0,FURN0004,0,0,6,1
9686544-1435508,1,PIN_GRIP_P,360,1,2,3,1,152890987,60,11,24,FURN0007,0,0,6,1
9686555-,0,PIN_GRIP_P,360,4,2,4,10,152072361,120,50,48,FURN0007,1,2,6,0
9686556-,0,PIN_GRIP_P,432,4,2,1,10,152072361,120,30,96,FURN0007,1,2,6,0
9686571-1435479,1,PIN_GRIP_P,288,2,1,15,1,152827348,121,42,0,FURN0007,0,2,6,1
9686596-1435545,1,PINN_PORO,192,2,1,13,1,152061442,100,18,120,FURN0005,0,2,6,1
9686621-1435979,1,PINN_PORO,216,2,2,3,4,152861369,56,3,0,FURN0004,1,2,6,1
9686633-1434789,1,PINN_PORO,384,2,1,13,1,152061442,100,16,24,FURN0004,0,2,6,1
9686676-,0,PINN_PORO,432,7,2,11,10,152861369,69,20,576,FURN0004,0,2,6,1
9686734-,0,PIN_GRIP_P,0,1,1,19,10,152051910,118,61,24,FURN0007,1,3,6,0
9686745-1435619,1,PINN_PORO,120,1,2,12,2,152061442,132,0,24,FURN0004,0,2,6,1
9690219-,0,DX_EP_OP10,48,2,2,10,11,152861369,56,47,48,FURN0004,0,2,6,0
9690220-,0,DX_EP_OP10,0,4,1,14,12,152861369,49,1,24,FURN0004,0,2,6,1
9690228-,0,DX_EP_OP10,24,7,2,3,10,152868303,41,0,24,FURN0004,0,2,6,0
9690229-,0,DX_EP_OP10,144,6,1,23,12,152868303,48,43,96,FURN0004,0,2,6,1
9690230-1436316,1,DX_EP_OP10,168,4,2,11,1,152861369,49,0,288,FURN0004,0,2,6,1
9690232-,0,DX_EP_OP10,72,2,2,11,12,152059403,12,0,48,FURN0004,0,2,6,0
9690241-,0,DX_EP_OP10,0,5,1,14,12,152861369,36,0,72,FURN0004,0,2,6,0
9690243-,0,DX_EP_OP10,24,2,2,3,12,152861369,56,7,24,FURN0004,0,2,6,0
9690246-,0,DX_EP_OP10,24,2,2,6,12,152861369,56,22,24,FURN0004,0,2,6,0
9690256-,0,DX_EP_OP10,120,5,2,5,12,152867385,48,12,72,FURN0004,0,2,6,0
9690258-,0,DX_EP_OP10,72,4,2,4,12,152059403,12,0,0,FURN0004,1,2,6,0
9690259-,0,DX_EP_OP10,24,6,2,3,12,152868303,48,0,48,FURN0004,0,2,6,0
9690260-,0,DX_EP_OP10,48,5,2,2,12,152867385,48,0,72,FURN0004,0,2,6,0
9690261-,0,DX_EP_OP10,0,5,2,8,12,152867385,48,24,120,FURN0004,0,2,6,0
9690262-,0,DX_EP_OP10,0,5,2,11,12,152867385,48,36,120,FURN0004,0,2,6,0
9690263-,0,DX_EP_OP10,24,6,2,6,12,152868303,48,12,48,FURN0004,0,2,6,0
9690264-,0,DX_EP_OP10,0,6,2,10,12,152868303,48,24,96,FURN0004,0,2,6,0
9690268-,0,DX_EP_OP10,0,7,1,15,9,152861369,69,48,72,FURN0004,0,2,6,0
9691992-,0,PIN_GRIP_P,0,2,2,5,10,152824994,82,32,0,FURN0007,0,3,6,0
9692027-,0,PIN_GRIP_P,312,4,2,11,10,152848438,130,120,48,FURN0007,0,2,6,0
9692035-,0,PIN_GRIP_P,312,5,2,9,10,152072361,101,81,24,FURN0007,0,2,6,0
9692040-,0,PIN_GRIP_P,264,4,1,17,10,152824994,100,40,24,FURN0007,0,3,6,0
9692047-,0,PIN_GRIP_P,312,4,2,11,10,152848254,100,90,96,FURN0007,0,2,6,0
9692048-,0,PIN_GRIP_P,288,4,2,3,10,152072361,120,40,24,FURN0007,0,2,6,0
9692050-,0,PIN_GRIP_P,240,4,2,8,10,152824995,110,80,96,FURN0007,0,2,6,0
9692051-,0,PIN_GRIP_P,264,5,2,1,10,152848254,100,10,24,FURN0007,0,2,6,0
9692052-,0,PIN_GRIP_P,288,5,2,1,10,152072361,101,10,0,FURN0007,0,2,6,1
9692054-,0,PIN_GRIP_P,24,3,2,4,10,152848254,80,20,24,FURN0007,0,2,6,0
9692057-,0,PIN_GRIP_P,24,2,2,8,10,152824994,82,52,0,FURN0007,0,3,6,0
9692061-,0,PIN_GRIP_P,216,1,1,15,10,152051910,118,30,0,FURN0007,1,3,6,0
9692067-,0,PIN_GRIP_P,312,5,2,12,10,152890987,60,0,,FURN0007,0,1,6,1
9692069-,0,PIN_GRIP_P,120,2,2,2,10,152824994,82,10,0,FURN0007,0,3,6,0
9692070-,0,PIN_GRIP_P,360,5,2,3,10,152848254,100,20,0,FURN0007,0,2,6,0
9692071-,0,PIN_GRIP_P,288,2,2,8,10,152890987,70,50,0,FURN0007,0,1,6,0
9692072-,0,PIN_GRIP_P,192,3,2,8,10,152848254,80,50,24,FURN0007,0,2,6,0
9692073-,0,PIN_GRIP_P,120,1,2,11,10,152824994,21,21,0,FURN0007,0,3,6,0
9692075-,0,PIN_GRIP_P,312,4,2,0,10,152072361,120,0,0,FURN0007,0,2,6,0
9692078-1435677,1,PIN_GRIP_P,264,1,2,4,1,152824994,21,10,0,FURN0007,0,3,6,1
9692102-,0,PIN_GRIP_P,168,5,1,17,10,152054287,63,30,72,FURN0007,0,2,6,0
9692111-,0,PIN_GRIP_P,240,4,1,13,10,152890987,71,11,24,FURN0007,0,1,6,1
9692126-1435364,1,PINN_PORO,216,2,1,13,1,152061442,100,14,144,FURN0004,0,2,6,1
9692128-1436103,1,PINN_PORO,144,2,1,13,2,152852517,101,10,144,FURN0005,0,2,6,1
9692166-,0,PINN_PORO,120,2,2,2,10,152848005,100,10,96,FURN0004,0,2,6,0
9692168-1436104,1,PINN_PORO,168,2,1,13,1,152061442,100,10,24,FURN0004,0,2,6,1
9692213-,0,PINN_PORO,0,1,1,22,10,152852517,27,0,144,FURN0005,0,2,6,0
9692216-1436116,1,PINN_PORO,240,2,1,13,1,152061442,100,12,96,FURN0005,0,2,6,1
9692254-,0,PIN_GRIP_P,96,7,2,10,10,152054287,40,30,24,FURN0007,0,2,6,0
9692261-,0,PINN_PORO,48,1,2,5,10,152848005,80,21,0,FURN0004,0,2,6,0
9692266-,0,PINN_PORO,0,3,1,20,10,152061442,110,80,144,FURN0005,0,3,6,0
9692364-,0,GU_AN10_B,72,1,1,22,17,152852517,27,10,48,FURN0004,0,2,6,0
9692365-,0,GU_AN10_B,24,1,2,5,17,152872541,31,0,0,FURN0004,0,2,6,0
9692367-,0,GU_AN10_B,48,4,1,23,17,152872541,31,14,1464,FURN0005,0,2,6,0
9696947-,0,GU_RE_OP10,168,2,2,5,14,152872541,28,0,24,FURN0004,0,2,6,0
9696949-,0,GU_RE_OP10,120,1,2,11,14,152872541,31,17,24,FURN0004,0,2,6,0
9697116-,0,PIN_GRIP_P,48,3,2,5,10,152072361,50,10,0,FURN0007,0,2,6,0
9697118-1436110,1,PIN_GRIP_P,72,2,1,14,2,152827348,121,34,0,FURN0007,0,2,6,1
9697126-1435672,1,PIN_GRIP_P,264,5,1,20,3,152054287,63,50,24,FURN0007,1,2,6,1
9697137-,0,PIN_GRIP_P,216,5,2,4,10,152848438,100,30,24,FURN0007,0,2,6,1
9697139-,0,PIN_GRIP_P,264,5,2,8,10,152072361,101,71,24,FURN0007,0,2,6,0
9697141-,0,PIN_GRIP_P,72,4,2,12,10,152890987,71,0,0,FURN0007,0,1,6,0
9697143-,0,PIN_GRIP_P,120,4,2,6,10,152824995,110,60,24,FURN0007,0,2,6,0
9697145-,0,PIN_GRIP_P,216,4,2,7,10,152072361,120,80,48,FURN0007,0,2,6,0
9697152-,0,PIN_GRIP_P,120,4,1,13,10,152824994,100,10,24,FURN0007,0,3,6,0
9697153-,0,PIN_GRIP_P,120,4,2,4,10,152824995,110,40,24,FURN0007,0,2,6,0
9697155-,0,PIN_GRIP_P,96,5,2,6,10,152848254,100,50,72,FURN0007,0,2,6,1
9697156-,0,PIN_GRIP_P,288,5,1,14,10,152890987,60,10,72,FURN0007,0,1,6,0
9697157-,0,PIN_GRIP_P,120,2,2,10,10,152824994,82,72,0,FURN0007,0,3,6,0
9697158-,0,PIN_GRIP_P,264,4,2,1,10,152848438,130,10,96,FURN0007,0,2,6,0
9697159-,0,PIN_GRIP_P,264,5,1,19,10,152824994,60,40,24,FURN0007,0,3,6,0
9697160-,0,PIN_GRIP_P,288,5,2,0,10,152824995,100,0,0,FURN0007,0,2,6,0
9697162-,0,PIN_GRIP_P,264,4,2,0,10,152848254,100,0,0,FURN0007,0,2,6,0
9697164-,0,PIN_GRIP_P,48,3,1,19,10,152051910,104,60,24,FURN0007,0,3,6,1
9697167-,0,PIN_GRIP_P,312,5,2,2,10,152824995,100,20,0,FURN0007,0,2,6,0
9697170-,0,PIN_GRIP_P,336,4,2,3,10,152848254,100,20,0,FURN0007,0,2,6,0
9697172-,0,PIN_GRIP_P,288,3,2,11,10,152848254,80,70,24,FURN0007,0,2,6,0
9697175-,0,PIN_GRIP_P,312,5,2,12,10,152824994,60,0,,FURN0007,0,3,6,0
9697200-,0,PIN_GRIP_P,48,1,1,22,10,152051910,118,110,24,FURN0007,0,3,6,0
9697201-,0,PIN_GRIP_P,72,4,1,15,10,152890987,71,21,24,FURN0007,0,1,6,0
9697205-,0,PIN_GRIP_P,144,3,1,22,10,152051910,104,94,24,FURN0007,0,3,6,0
9697210-,0,PIN_GRIP_P,120,3,1,17,10,152051910,104,40,24,FURN0007,1,3,6,0
9697212-1435668,1,PIN_GRIP_P,144,1,1,21,1,152051910,118,92,24,FURN0007,1,3,6,1
9697214-1435505,1,PIN_GRIP_P,168,1,2,3,3,152890987,60,12,24,FURN0007,0,0,6,1
9697222-1435957,1,PINN_PORO,216,2,2,4,2,152861369,56,20,0,FURN0004,1,2,6,1
9697237-,0,PINN_PORO,24,3,2,12,10,152061442,110,0,72,FURN0005,0,3,6,0
9697238-,0,PINN_PORO,24,3,1,16,10,152061442,110,40,24,FURN0004,0,3,6,0
9697242-,0,PINN_PORO,0,7,1,22,9,152867385,77,68,72,FURN0005,0,2,6,0
9697243-,0,PINN_PORO,144,2,1,20,10,152061442,100,60,144,FURN0004,0,2,6,0
9697244-,0,PINN_PORO,144,1,1,13,10,152061442,132,12,120,FURN0005,0,2,6,0
9697257-,0,PINN_PORO,0,1,1,18,10,152868302,70,60,144,FURN0005,0,0,6,1
9697259-,0,PINN_PORO,24,2,2,12,10,152868302,79,0,144,FURN0004,0,0,6,0
9697266-,0,PINN_PORO,120,2,1,20,10,152868302,79,50,96,FURN0004,0,0,6,1
9697269-,0,PINN_PORO,168,3,2,12,10,152852517,67,0,48,FURN0005,0,2,6,0
9697274-1436049,1,PINN_PORO,192,3,2,0,1,152072888,21,0,0,FURN0004,0,2,6,1
9697277-,0,PINN_PORO,0,3,1,18,10,152868302,90,40,24,FURN0004,0,1,6,0
9697280-,0,PINN_PORO,72,7,2,11,10,152861369,69,10,576,FURN0004,0,2,6,0
9697281-,0,PINN_PORO,48,1,2,2,10,152848005,80,10,0,FURN0004,0,2,6,0
9697311-1436166,1,PINN_PORO,144,2,1,22,9,152868302,79,70,168,FURN0005,0,0,6,1
9697312-,0,PINN_PORO,0,3,1,23,10,152061442,110,90,24,FURN0004,0,3,6,0
9697316-,0,PINN_PORO,0,2,1,19,10,152852517,101,39,120,FURN0005,0,2,6,0
9697337-1435956,1,PIN_GRIP_P,96,1,1,22,7,152051910,118,103,24,FURN0007,1,3,6,1
9697343-,0,PIN_GRIP_P,120,3,1,18,10,152827348,110,50,24,FURN0007,0,2,6,0
9697355-,0,PINN_PORO,0,1,2,12,10,152834263,120,0,24,FURN0004,1,2,6,0
9697356-,0,PINN_PORO,0,2,2,12,10,152061442,100,0,24,FURN0004,0,2,6,0
9697357-,0,PINN_PORO,0,2,1,23,10,152061442,100,90,24,FURN0004,0,2,6,0
9698066-1435246,1,GUIMST_P,240,2,1,13,3,152851272,40,0,48,FURN0004,0,2,6,1
9698289-1436080,1,PIN_GRIP_P,72,2,1,15,4,152827348,121,38,0,FURN0007,1,2,6,1
9698294-,0,PIN_GRIP_P,168,3,2,9,10,152848254,80,60,0,FURN0007,0,2,6,0
9698301-,0,PIN_GRIP_P,168,5,2,9,10,152848438,100,80,,FURN0007,0,2,6,1
9698303-,0,PIN_GRIP_P,168,4,2,5,10,152848438,130,50,24,FURN0007,0,2,6,0
9698304-,0,PIN_GRIP_P,192,5,1,14,10,152054287,63,10,72,FURN0007,0,2,6,0
9698305-,0,PIN_GRIP_P,192,5,2,8,10,152848438,100,50,24,FURN0007,0,2,6,0
9698308-,0,PIN_GRIP_P,120,4,2,1,10,152848438,130,0,96,FURN0007,1,2,6,0
9698310-,0,PIN_GRIP_P,24,3,2,11,10,152848438,60,50,24,FURN0007,1,2,6,0
9698313-,0,PIN_GRIP_P,216,4,2,5,10,152072361,120,60,0,FURN0007,0,2,6,0
9698314-,0,PIN_GRIP_P,168,4,2,1,10,152824995,110,20,24,FURN0007,0,2,6,0
9698316-,0,PIN_GRIP_P,72,4,2,6,10,152848254,100,50,48,FURN0007,1,2,6,0
9698317-,0,PIN_GRIP_P,216,4,1,20,10,152890987,71,51,24,FURN0007,0,1,6,0
9698319-,0,PIN_GRIP_P,48,1,1,13,10,152051910,118,0,0,FURN0007,1,3,6,0
9698322-,0,PIN_GRIP_P,120,3,2,1,10,152848438,60,0,24,FURN0007,0,2,6,0
9698324-,0,PIN_GRIP_P,168,2,1,20,10,152827348,121,83,24,FURN0007,0,2,6,0
9698327-,0,PIN_GRIP_P,24,2,2,7,10,152890987,70,40,0,FURN0007,0,1,6,0
9698337-1435623,1,PIN_GRIP_P,144,2,2,3,1,152824994,82,21,0,FURN0007,0,3,6,1
9698341-1435511,1,PIN_GRIP_P,192,2,1,15,3,152827348,121,50,0,FURN0007,0,2,6,1
9698346-,0,PINN_PORO,0,1,1,15,10,152061442,132,32,0,FURN0004,0,2,6,0
9698347-,0,PINN_PORO,0,1,1,14,10,152868302,70,20,144,FURN0005,0,0,6,1
9698348-,0,PINN_PORO,0,1,1,22,10,152834263,120,90,144,FURN0005,0,2,6,0
9698351-,0,PINN_PORO,0,1,1,23,10,152834263,120,110,120,FURN0005,0,2,6,0
9698352-,0,PINN_PORO,0,1,1,22,10,152834263,120,80,144,FURN0005,0,2,6,0
9698353-,0,PINN_PORO,24,1,1,17,10,152061442,132,52,144,FURN0005,1,2,6,0
9698355-,0,PINN_PORO,48,1,2,3,10,152806978,90,10,0,FURN0004,1,2,6,0
9698357-,0,PINN_PORO,24,1,1,18,10,152061442,132,62,144,FURN0005,0,2,6,0
9698358-,0,PINN_PORO,48,1,2,10,10,152806978,90,60,144,FURN0005,0,2,6,0
9698359-,0,PINN_PORO,96,4,1,23,10,152806978,120,110,48,FURN0005,0,2,6,0
9698361-,0,PINN_PORO,72,3,1,15,10,152061442,110,30,96,FURN0005,1,3,6,0
9698362-,0,PINN_PORO,48,2,1,21,10,152061442,100,70,24,FURN0004,0,2,6,0
9698363-,0,PINN_PORO,120,2,1,16,10,152868302,79,10,168,FURN0005,0,0,6,0
9698365-,0,PINN_PORO,24,1,2,12,10,152868302,70,0,120,FURN0004,0,0,6,0
9698366-,0,PINN_PORO,24,1,2,6,10,152806978,90,30,144,FURN0005,0,2,6,0
9698367-,0,PINN_PORO,24,1,1,15,10,152868302,70,30,0,FURN0004,0,0,6,0
9698368-,0,PINN_PORO,24,1,1,16,10,152868302,70,40,216,FURN0006,0,0,6,0
9698369-,0,PINN_PORO,24,3,1,15,10,152868302,90,20,168,FURN0006,0,1,6,0
9698370-,0,PINN_PORO,24,1,1,13,10,152868302,70,10,216,FURN0006,0,0,6,0
9698371-,0,PINN_PORO,72,2,1,18,10,152868302,79,30,144,FURN0004,0,0,6,0
9698372-,0,PINN_PORO,24,2,2,8,10,152806978,101,61,96,FURN0004,0,2,6,0
9698378-,0,PINN_PORO,168,5,1,13,10,152848005,70,0,48,FURN0005,0,2,6,0
9698379-,0,PINN_PORO,48,1,2,1,10,152848005,80,0,144,FURN0005,1,2,6,0
9698380-,0,PINN_PORO,120,2,2,5,10,152848005,100,30,96,FURN0004,0,2,6,0
9698382-,0,PINN_PORO,24,2,2,6,10,152848005,100,40,24,FURN0004,0,2,6,0
9698383-,0,PINN_PORO,72,4,1,19,10,152848005,110,60,120,FURN0005,0,2,6,0
9698396-,0,PINN_PORO,24,2,1,22,10,152852517,101,69,96,FURN0004,0,2,6,0
9698397-,0,PINN_PORO,0,1,2,12,10,152061442,132,2,144,FURN0005,0,2,6,0
9698398-,0,PINN_PORO,0,1,2,11,10,152848005,80,71,24,FURN0004,0,2,6,0
9698400-,0,PINN_PORO,0,1,2,7,10,152848005,80,41,120,FURN0005,0,2,6,1
9698403-,0,PINN_PORO,24,6,2,2,10,152859275,80,10,24,FURN0005,0,2,6,0
9698404-,0,PINN_PORO,0,7,1,20,10,152867385,77,58,24,FURN0004,0,2,6,1
