WO-MRR NUM,IS REWORK,PROD_CDE,HOURS BLAST TO PREP,PREP DAY,PREP SHIFT,PREP H,PREP QTY,PREP ASSOCIATE,PREP QTY IN THE SHIFT,PREPED IN THE SHIFT SO FAR,HOURS PREP TO FUR,FURN,HAS SCRAP AT SINTER,ASSOCIATE AXPERIENCE,Prep week,Has MRR
9703566-,0,PINN_PORO,24,7,1,14,10,152859275,95,10,24,FURN0004,1,2,5,0
9703568-,0,PINN_PORO,24,7,1,20,10,152859275,95,60,192,FURN0005,0,2,5,0
9703575-,0,PINN_PORO,0,6,1,23,10,152859275,100,100,24,FURN0004,1,1,5,0
9704654-,0,SUMMIT_P,,1,2,7,10,152863741,50,20,24,FURN0004,1,2,6,0
9704655-,0,SUMMIT_P,,4,2,0,10,152072888,61,0,72,FURN0004,1,2,6,0
9704658-,0,SUMMIT_P,,3,1,16,10,152871590,60,10,24,FURN0004,1,2,6,0
9704659-,0,SUMMIT_P,,6,2,7,10,152868301,50,20,0,FURN0004,1,2,5,1
9704667-,0,SUMMIT_P,,7,2,5,10,152868301,50,10,48,FURN0004,0,2,5,1
9704682-,0,GUIMST_P,24,2,1,21,9,152851272,40,22,96,FURN0004,0,2,6,0
9704683-,0,GUIMST_P,0,6,1,20,9,152861371,36,18,48,FURN0004,0,1,5,0
9704899-,0,GUIMST_P,24,2,2,4,9,152851276,36,3,96,FURN0004,0,2,6,0
9704902-,0,GUIMST_P,0,1,1,20,9,152851272,36,18,72,FURN0004,1,2,6,0
9705122-,0,SUMMIT_P,,4,1,20,10,152863741,51,21,72,FURN0004,1,2,6,0
9705123-,0,SUMMIT_P,,2,1,23,10,152871590,62,52,48,FURN0004,1,2,6,0
9705124-,0,SUMMIT_P,,3,1,13,10,152871590,60,0,24,FURN0004,1,2,6,0
9705126-,0,SUMMIT_P,,3,2,7,10,152072888,21,11,24,FURN0004,1,2,6,0
9708173-,0,PIN_GRIP_P,0,5,2,5,10,152072361,101,51,24,FURN0007,0,2,6,0
9708175-,0,PIN_GRIP_P,24,7,2,5,10,152824994,60,40,24,FURN0007,0,3,6,1
9708193-,0,PIN_GRIP_P,24,5,2,1,10,152848438,100,10,24,FURN0007,1,2,6,1
9708194-,0,PIN_GRIP_P,72,3,1,15,10,152848438,90,0,24,FURN0007,0,2,7,0
9708214-,0,PIN_GRIP_P,168,6,2,1,10,152848254,51,11,72,FURN0007,0,2,7,0
9708215-,0,PIN_GRIP_P,0,5,2,10,10,152848254,100,80,24,FURN0007,0,2,6,1
9708228-,0,PIN_GRIP_P,24,5,2,12,10,152054287,63,0,72,FURN0007,1,2,6,0
9708229-,0,PIN_GRIP_P,48,1,1,19,10,152072361,100,50,24,FURN0007,0,2,7,0
9708234-,0,PIN_GRIP_P,0,5,1,16,10,152890987,60,30,24,FURN0007,0,1,6,0
9708235-,0,PIN_GRIP_P,0,5,1,20,10,152890987,60,50,24,FURN0007,0,1,6,0
9708239-,0,PIN_GRIP_P,96,5,2,2,10,152824994,100,10,0,FURN0007,0,3,7,0
9708240-,0,PIN_GRIP_P,24,2,2,3,10,152051910,71,30,0,FURN0007,1,3,7,0
9708262-,0,PIN_GRIP_P,0,3,1,14,10,152051910,90,0,288,FURN0007,0,3,9,0
9708263-,0,PIN_GRIP_P,72,1,2,11,10,152065732,93,83,0,FURN0007,0,2,9,0
9708268-,0,PIN_GRIP_P,48,7,2,2,10,152051910,68,19,168,FURN0007,1,3,7,0
9708269-,0,PIN_GRIP_P,0,4,2,7,10,152051910,103,63,288,FURN0007,0,3,8,0
9708270-,0,PIN_GRIP_P,24,5,2,10,10,152051910,100,90,96,FURN0007,0,3,8,0
9708287-,0,PINN_PORO,0,4,1,13,10,152806978,120,10,0,FURN0004,0,2,6,1
9708303-,0,PINN_PORO,72,6,2,1,10,152852517,27,17,0,FURN0005,0,2,7,0
9708304-,0,PINN_PORO,48,2,1,14,10,152806978,123,0,0,FURN0004,1,2,8,0
9708311-,0,PINN_PORO,24,6,2,0,10,152859275,80,0,0,FURN0004,1,2,6,0
9708320-,0,PINN_PORO,264,4,2,7,10,152061442,130,70,48,FURN0005,1,3,8,0
9708341-,0,PINN_PORO,48,7,2,4,10,152859275,110,30,48,FURN0005,1,2,8,0
9708344-,0,PINN_PORO,120,5,1,13,10,152061442,90,0,24,FURN0004,1,3,7,0
9708346-,0,PINN_PORO,240,3,2,2,10,152868302,101,20,384,FURN0005,0,1,8,0
9708363-,0,PINN_PORO,48,4,1,15,10,152806978,125,10,0,FURN0006,0,2,12,0
9708364-,0,PINN_PORO,24,1,2,3,10,152868302,90,30,48,FURN0006,0,2,10,0
9708366-,0,PINN_PORO,48,2,2,5,10,152868302,121,40,0,FURN0005,0,2,10,0
9708376-,0,PINN_PORO,0,6,1,19,10,152867385,33,23,72,FURN0005,1,2,6,0
9708403-,0,PIN_GRIP_P,0,1,1,16,10,152848438,99,30,24,FURN0007,0,2,7,0
9708405-,0,PIN_GRIP_P,0,2,1,15,10,152848438,100,10,24,FURN0007,1,2,7,0
9708408-,0,PINN_PORO,24,5,2,9,10,152848005,100,80,24,FURN0005,0,2,7,0
9708420-,0,PINN_PORO,168,2,1,22,10,152061442,130,121,96,FURN0004,1,3,12,0
9708429-,0,PIN_GRIP_P,0,2,2,9,10,152051910,71,61,0,FURN0007,1,3,7,0
9708436-,0,PIN_GRIP_P,24,7,2,3,10,152848254,50,20,24,FURN0007,0,2,6,0
9708455-,0,PIN_GRIP_P,24,6,2,0,10,152051910,29,0,0,FURN0007,1,3,6,0
9708457-,0,PIN_GRIP_P,0,5,1,23,10,152051910,23,13,24,FURN0007,1,3,6,0
9708459-,0,PIN_GRIP_P,0,5,1,22,10,152051910,23,0,24,FURN0007,0,3,6,0
9708460-,0,PIN_GRIP_P,72,1,2,3,10,152051910,62,17,0,FURN0007,1,3,7,0
9708462-,0,PIN_GRIP_P,24,6,2,2,9,152051910,29,20,0,FURN0007,1,3,6,1
9708467-,0,PINN_PORO,0,6,2,4,10,152859275,80,20,96,FURN0006,0,2,6,0
9708570-,0,PIN_GRIP_P,216,2,2,7,10,152072361,119,70,96,FURN0007,1,2,8,1
9709055-,0,GUIMST_P,0,1,1,18,9,152872563,19,10,24,FURN0005,0,2,7,0
9709056-,0,GUIMST_P,72,4,1,23,9,152851272,36,27,24,FURN0005,0,2,7,0
9709058-,0,GUIMST_P,72,7,2,8,9,152861371,37,18,24,FURN0004,1,2,6,0
9709059-,0,GUIMST_P,24,5,2,5,9,152872563,27,9,0,FURN0005,1,2,6,0
9709065-,0,SUMMIT_P,,4,1,13,10,152871590,60,0,48,FURN0004,1,2,7,0
9709069-,0,SUMMIT_P,,6,1,15,10,152868301,50,0,48,FURN0004,1,2,6,0
9709071-,0,SUMMIT_P,,4,2,10,10,152072888,61,51,72,FURN0004,0,2,6,1
9709073-,0,SUMMIT_P,,4,1,23,10,152863741,51,41,72,FURN0004,0,2,6,0
9709075-,0,SUMMIT_P,,4,1,14,10,152863741,51,1,72,FURN0004,1,2,6,0
9709076-,0,SUMMIT_P,,2,1,14,10,152868301,52,0,24,FURN0004,0,2,7,1
9709078-,0,SUMMIT_P,,6,2,6,10,152871590,40,10,48,FURN0004,0,2,6,0
9709080-,0,SUMMIT_P,,1,2,3,10,152871590,20,0,0,FURN0004,1,2,7,0
9709088-,0,SUMMIT_P,,3,2,1,10,152871590,50,0,0,FURN0005,0,2,8,0
9709089-,0,SUMMIT_P,,2,2,1,10,152871590,31,1,24,FURN0004,0,2,7,0
9709093-,0,SUMMIT_P,,5,1,16,10,152863741,30,10,48,FURN0004,0,2,6,0
9709418-,0,GU_AN10_B,168,1,1,17,16,152872541,35,5,24,FURN0005,0,2,8,0
9709420-,0,GU_AN10_B,48,3,1,17,17,152872541,47,0,24,FURN0004,0,2,8,0
9709496-,0,GUIMST_P,48,3,1,17,9,152872563,36,9,24,FURN0005,1,2,7,0
9709499-,0,GUIMST_P,0,5,1,13,9,152851276,37,0,120,FURN0006,0,2,6,0
9709507-,0,GUIMST_P,192,5,2,2,9,152851276,36,0,24,FURN0004,0,2,7,0
9709509-,0,GUIMST_P,48,6,2,2,9,152861371,27,0,120,FURN0006,0,2,6,0
9709513-,0,SUMMIT_P,,1,1,19,10,152868301,51,21,96,FURN0004,1,2,7,1
9709516-,0,SUMMIT_P,,6,2,9,10,152871590,40,30,24,FURN0004,1,2,6,1
9709520-,0,SUMMIT_P,,1,1,14,10,152072888,53,0,48,FURN0004,1,2,7,1
9709521-,0,SUMMIT_P,,1,1,17,10,152072888,53,10,48,FURN0004,0,2,7,1
9709522-,0,SUMMIT_P,,7,1,19,10,152868301,50,20,24,FURN0004,1,2,6,1
9709527-,0,SUMMIT_P,,6,1,20,10,152863741,20,0,48,FURN0004,1,2,6,1
9710212-,0,PIN_GRIP_P,0,1,1,21,10,152848438,99,79,24,FURN0007,0,2,7,1
9710218-,0,PIN_GRIP_P,24,2,1,17,10,152848438,100,30,24,FURN0007,1,2,7,0
9710233-,0,PIN_GRIP_P,24,4,1,16,10,152848438,100,20,24,FURN0007,0,2,8,0
9710259-,0,PIN_GRIP_P,24,2,2,2,10,152051910,71,20,0,FURN0007,0,3,7,1
9710260-,0,PIN_GRIP_P,192,1,2,6,10,152848254,99,50,144,FURN0007,1,2,8,0
9710261-,0,PIN_GRIP_P,48,2,1,15,10,152072361,100,20,24,FURN0007,0,2,7,0
9710262-,0,PIN_GRIP_P,48,2,1,16,10,152072361,100,30,24,FURN0007,1,2,7,1
9710265-,0,PIN_GRIP_P,96,3,1,21,10,152824995,101,81,24,FURN0007,0,2,7,0
9710266-,0,PIN_GRIP_P,24,3,2,1,10,152051910,65,10,192,FURN0007,0,3,8,0
9710269-,0,PIN_GRIP_P,24,1,1,14,10,152072361,100,10,24,FURN0007,1,2,7,1
9710279-,0,PIN_GRIP_P,24,2,2,4,10,152051910,71,40,0,FURN0007,1,3,7,0
9710285-,0,PIN_GRIP_P,24,7,2,8,10,152054287,40,20,504,FURN0007,0,2,9,0
9710318-,0,PINN_PORO,48,3,2,3,10,152806978,51,0,0,FURN0005,1,2,7,0
9710320-,0,PINN_PORO,0,4,2,5,10,152848005,60,40,0,FURN0005,0,2,7,0
9710329-,0,PINN_PORO,0,4,2,4,10,152061442,130,40,408,FURN0006,1,3,8,0
9710337-,0,PINN_PORO,192,3,2,2,10,152061442,143,23,24,FURN0004,0,3,8,0
9710351-,0,PINN_PORO,48,2,2,3,10,152868302,60,20,0,FURN0005,0,1,7,0
9710353-,0,PINN_PORO,72,3,2,8,10,152868302,101,80,0,FURN0004,1,1,8,0
9710378-,0,PINN_PORO,264,5,2,2,10,152868302,90,20,0,FURN0004,0,2,8,0
9710382-,0,PINN_PORO,0,5,2,12,10,152072888,82,0,96,FURN0005,1,2,8,0
9710393-,0,PINN_PORO,168,4,2,11,10,152072888,120,110,24,FURN0004,0,2,9,0
9710401-,0,PINN_PORO,96,4,1,20,10,152061442,131,81,48,FURN0005,0,3,7,0
9710405-,0,PINN_PORO,216,3,2,7,10,152834263,109,69,0,FURN0004,1,2,8,0
9710420-,0,PIN_GRIP_P,0,2,1,20,10,152848438,100,70,24,FURN0007,0,2,7,0
9710422-,0,PINN_PORO,432,3,1,20,10,57000763,133,103,24,FURN0006,1,2,13,0
9710426-,0,PINN_PORO,0,4,1,22,10,152061442,131,101,24,FURN0006,0,3,7,0
9710873-,0,PIN_GRIP_P,24,5,2,4,10,152054287,100,30,144,FURN0007,0,2,7,0
9710886-,0,PIN_GRIP_P,24,3,1,16,10,152848254,100,31,24,FURN0007,0,2,7,0
9710895-,0,PIN_GRIP_P,24,2,2,2,10,152072361,119,20,96,FURN0007,1,2,8,1
9710898-,0,PIN_GRIP_P,0,7,2,3,10,152051910,68,29,48,FURN0007,0,3,7,1
9710901-,0,PIN_GRIP_P,0,3,1,15,10,152072361,94,10,24,FURN0007,0,2,7,0
9710902-,0,PIN_GRIP_P,24,2,2,5,10,152072361,119,50,120,FURN0007,0,2,8,0
9710906-,0,PIN_GRIP_P,0,4,2,11,10,152065732,90,80,24,FURN0007,0,2,7,1
9710912-,0,PIN_GRIP_P,0,4,1,23,3,152824995,103,100,120,FURN0007,0,2,8,0
9710916-,0,PIN_GRIP_P,0,4,1,13,10,152051910,71,10,0,FURN0007,1,3,7,1
9710926-,0,PIN_GRIP_P,0,4,2,10,10,152827348,117,90,0,FURN0007,0,2,8,0
9710928-,0,PIN_GRIP_P,48,5,1,18,10,152827348,73,43,144,FURN0007,1,2,7,0
9710936-,0,PINN_PORO,0,3,2,11,10,152848005,21,11,0,FURN0005,0,2,7,0
9710938-,0,PINN_PORO,0,1,1,16,10,152868302,110,30,24,FURN0005,0,2,9,0
9710942-,0,PINN_PORO,0,4,2,7,10,152848005,60,40,0,FURN0005,0,2,10,0
9711003-,0,PINN_PORO,24,4,2,2,10,152848005,60,10,0,FURN0006,0,2,7,0
9711007-,0,PINN_PORO,0,4,2,7,10,152072888,120,70,24,FURN0004,0,2,9,0
9711022-,0,PINN_PORO,0,7,1,18,10,152859275,100,50,24,FURN0005,1,2,7,0
9711027-,0,PINN_PORO,0,7,1,21,10,152859275,100,80,24,FURN0005,1,2,7,0
9711029-,0,PINN_PORO,0,4,2,6,10,152806978,100,40,0,FURN0006,0,2,10,1
9711035-,0,PINN_PORO,24,5,2,8,10,152806978,120,60,24,FURN0004,0,2,7,1
9711042-,0,PINN_PORO,24,5,2,5,10,152848005,100,40,0,FURN0005,0,2,7,0
9711057-,0,PINN_PORO,0,5,2,7,10,152868302,90,50,48,FURN0004,1,2,8,1
9711058-,0,PINN_PORO,24,5,2,4,10,152848002,100,50,24,FURN0006,1,1,12,0
9711061-,0,PINN_PORO,192,1,2,12,10,152834263,149,10,192,FURN0004,1,2,9,0
9711076-,0,PINN_PORO,24,3,1,14,10,152061442,120,20,0,FURN0006,0,3,12,0
9711084-,0,PINN_PORO,0,5,2,12,10,152061442,96,6,24,FURN0004,0,3,10,1
9711176-,0,SUMMIT_P,,5,2,10,10,152863741,50,35,,FURN0004,1,2,7,0
9711179-,0,SUMMIT_P,,3,2,4,10,152863741,24,14,0,FURN0004,0,2,7,0
9711186-,0,SUMMIT_P,,2,1,18,10,152072888,50,20,72,FURN0004,0,2,7,0
9711191-,0,SUMMIT_P,,2,1,17,10,152868301,52,10,24,FURN0004,1,2,7,0
9711192-,0,SUMMIT_P,,2,1,19,10,152868301,52,22,72,FURN0004,1,2,7,0
9711203-,0,SUMMIT_P,,5,2,4,10,152863741,50,5,24,FURN0004,1,2,7,0
9714249-,0,GUIMST_P,0,3,1,14,9,152861371,10,1,24,FURN0005,1,2,7,0
9714800-,0,GUIMST_P,288,4,2,11,9,152861371,37,35,72,FURN0004,1,2,9,0
9714804-,0,GUIMST_P,288,4,2,5,9,152861371,37,7,72,FURN0004,1,2,9,0
9714805-,0,SUMMIT_P,,6,2,4,10,152868301,51,11,0,FURN0004,0,2,7,0
9714806-,0,SUMMIT_P,,6,2,2,10,152868301,51,1,,FURN0004,1,2,7,0
9714808-,0,SUMMIT_P,,7,2,11,10,152868301,62,52,24,FURN0004,1,2,7,0
9714810-,0,SUMMIT_P,,5,1,13,10,152871590,40,0,24,FURN0004,0,2,7,0
9714895-,0,DX_EP_OP10,0,2,1,17,12,152861369,36,13,0,FURN0004,0,3,8,0
9714898-,0,DX_EP_OP10,168,6,1,13,12,152867385,81,36,24,FURN0004,0,2,12,1
9714901-,0,DX_EP_OP10,24,6,1,14,11,152861369,47,0,24,FURN0004,0,3,8,0
9714903-,0,DX_EP_OP10,24,6,1,19,12,152867385,51,25,144,FURN0004,1,2,8,0
9714914-,0,PIN_GRIP_P,48,1,2,9,10,152848438,97,70,0,FURN0007,0,2,8,0
9714925-,0,PIN_GRIP_P,24,2,2,6,10,152072361,119,60,120,FURN0007,1,2,8,0
9714926-,0,PIN_GRIP_P,0,3,1,22,10,152824994,102,82,24,FURN0007,0,3,8,0
9714935-,0,PIN_GRIP_P,24,3,2,0,10,152827348,122,0,192,FURN0007,1,2,8,1
9714937-,0,PIN_GRIP_P,24,3,2,3,10,152051910,65,20,192,FURN0007,1,3,8,0
9714941-,0,PIN_GRIP_P,24,2,2,0,10,152072361,119,10,48,FURN0007,1,2,8,0
9714945-,0,PIN_GRIP_P,0,2,2,12,10,152824994,90,0,24,FURN0007,0,3,8,0
9714960-,0,PIN_GRIP_P,24,1,2,7,10,152848254,99,60,0,FURN0007,0,2,8,0
9714961-,0,PIN_GRIP_P,24,7,2,1,10,152827348,55,0,168,FURN0007,0,2,7,0
9714967-,0,PIN_GRIP_P,0,3,2,6,10,152051910,65,53,120,FURN0007,1,3,8,0
9714974-,0,PIN_GRIP_P,24,4,1,17,10,152065732,105,40,120,FURN0007,0,2,9,0
9714975-,0,PIN_GRIP_P,0,3,2,7,10,152827348,122,60,120,FURN0007,0,2,8,0
9714976-,0,PIN_GRIP_P,0,3,1,15,10,152824994,102,20,816,FURN0004,1,3,8,0
9714992-,0,PINN_PORO,48,7,1,16,10,152861369,120,40,312,FURN0006,0,3,10,0
9714993-,0,PINN_PORO,24,5,2,2,10,152806978,120,10,24,FURN0004,1,2,7,0
9714994-,0,PINN_PORO,24,5,2,4,10,152868302,130,50,24,FURN0004,0,2,11,0
9715014-,0,PINN_PORO,0,4,1,19,10,152061442,131,81,72,FURN0005,0,3,10,0
9715018-,0,PINN_PORO,0,7,1,16,10,152868302,63,40,24,FURN0005,0,1,7,0
9715035-,0,PINN_PORO,24,4,2,3,10,152046736,50,0,48,FURN0006,0,1,10,0
9715038-,0,PINN_PORO,528,1,1,20,9,152815980,29,20,936,FURN0006,0,1,13,0
9715039-,0,PINN_PORO,48,2,1,14,10,152848002,131,30,24,FURN0005,1,1,13,0
9715041-,0,PINN_PORO,0,5,1,20,10,152867385,72,42,48,FURN0004,0,2,8,0
9715059-,0,PINN_PORO,48,1,1,19,10,57000763,132,102,48,FURN0004,0,2,13,0
9715065-,0,PINN_PORO,240,2,2,11,6,152852517,50,31,48,FURN0006,0,2,10,0
9715069-,0,PINN_PORO,24,2,2,7,10,152834263,100,40,24,FURN0006,1,2,10,0
9715073-,0,PINN_PORO,0,3,2,11,10,152861369,81,71,24,FURN0005,0,3,16,0
9715081-,0,PINN_PORO,0,7,1,15,10,152859275,100,30,24,FURN0005,1,2,7,0
9715092-,0,PINN_PORO,24,7,1,15,10,152834263,49,20,24,FURN0006,0,2,7,0
9715094-,0,PINN_PORO,48,1,1,23,10,152834263,149,139,24,FURN0004,1,2,9,0
9715099-,0,PIN_GRIP_P,0,5,1,15,10,152051910,80,20,312,FURN0007,0,3,7,0
9715102-,0,PIN_GRIP_P,0,3,2,6,10,152827348,122,40,120,FURN0007,1,2,8,0
9715112-,0,PINN_PORO,0,6,1,17,10,152859275,90,30,24,FURN0006,1,2,11,1
9715117-,0,PINN_PORO,0,4,1,18,10,152061442,131,61,48,FURN0005,1,3,7,1
9715143-,0,GU_AN10_B,192,1,1,22,16,152852517,42,10,24,FURN0004,0,2,9,1
9715147-,0,GUIMB_PORO,24,3,2,10,16,152852517,33,17,48,FURN0004,0,2,8,0
9715531-,0,PINN_PORO,48,1,1,22,10,152806978,122,60,24,FURN0004,0,2,8,0
9715532-,0,PINN_PORO,24,7,1,15,10,152868302,63,30,24,FURN0005,1,1,7,0
9715533-,0,PINN_PORO,48,1,1,18,10,152806978,122,40,24,FURN0005,0,2,8,0
9715543-,0,PINN_PORO,0,5,1,15,10,152061442,90,20,24,FURN0005,0,3,7,0
9715545-,0,PINN_PORO,0,5,2,8,10,152061442,130,80,24,FURN0004,0,3,8,0
9715548-,0,PINN_PORO,72,2,2,11,10,152072888,100,90,0,FURN0004,0,2,8,0
9715550-,0,PINN_PORO,48,1,1,22,10,152806978,122,70,24,FURN0004,1,2,8,0
9715554-,0,PINN_PORO,72,2,1,14,10,152806978,123,10,0,FURN0004,0,2,8,0
9715558-,0,PINN_PORO,48,1,1,22,10,152806978,122,90,24,FURN0005,0,2,8,0
9715564-,0,PINN_PORO,24,6,2,4,10,152806978,60,40,0,FURN0005,1,2,7,0
9715569-,0,GUIMST_P,0,6,1,23,9,152861371,36,27,24,FURN0005,0,2,7,0
9715574-,0,SUMMIT_P,,7,2,12,10,152863741,30,15,24,FURN0004,0,2,7,0
9715576-,0,SUMMIT_P,,1,2,11,10,152868301,50,40,48,FURN0005,1,2,8,0
9715578-,0,SUMMIT_P,,2,2,1,10,152868301,40,0,24,FURN0005,1,2,8,0
9715593-,0,SUMMIT_P,,3,2,8,10,152871590,50,41,48,FURN0005,1,2,8,0
9715595-,0,SUMMIT_P,,4,2,7,10,152871590,60,30,24,FURN0005,0,2,8,0
9715596-,0,SUMMIT_P,,4,2,3,10,152871590,60,10,24,FURN0005,1,2,8,0
9716128-,0,GUIMST_P,48,1,2,8,9,152872563,39,18,24,FURN0004,0,2,8,0
9716129-,0,GUIMST_P,240,2,2,11,9,152851276,36,27,24,FURN0004,0,2,9,0
9716324-,0,PIN_GRIP_P,24,2,2,4,10,152848438,99,40,120,FURN0007,1,2,8,1
9716327-,0,PIN_GRIP_P,96,3,2,4,10,152824995,108,45,48,FURN0007,0,3,9,0
9716335-,0,PIN_GRIP_P,0,2,1,23,10,152890987,94,84,192,FURN0007,0,1,8,1
9716337-,0,PIN_GRIP_P,0,4,1,13,10,152848438,100,0,24,FURN0007,1,2,8,0
9716345-,0,PIN_GRIP_P,0,3,1,22,10,152065732,115,95,96,FURN0007,0,2,8,1
9716348-,0,PIN_GRIP_P,0,3,1,20,10,152065732,115,75,168,FURN0007,0,2,8,0
9716352-,0,PIN_GRIP_P,0,2,1,16,10,152890987,94,34,24,FURN0007,0,1,8,1
9716375-,0,PIN_GRIP_P,24,1,2,10,10,152848254,99,80,0,FURN0007,0,2,8,0
9716381-,0,PIN_GRIP_P,0,2,2,10,10,152824995,51,31,96,FURN0007,0,2,8,1
9716387-,0,PIN_GRIP_P,0,3,1,16,10,152890987,116,36,0,FURN0007,0,1,8,1
9716389-,0,PIN_GRIP_P,0,1,1,22,10,152065732,105,80,24,FURN0004,0,2,8,1
9716402-,0,PINN_PORO,0,3,2,11,10,152861369,60,50,96,FURN0006,0,3,10,0
9716422-,0,PINN_PORO,0,4,1,18,10,152072888,110,40,0,FURN0004,1,2,8,0
9716426-,0,PINN_PORO,48,1,2,8,10,152059403,60,30,0,FURN0004,0,2,9,0
9716430-,0,PINN_PORO,0,7,1,14,10,152861369,102,10,72,FURN0004,1,3,8,0
9716447-,0,PINN_PORO,48,6,2,2,10,152834263,40,0,0,FURN0004,0,2,9,0
9716651-,0,DX_EP_OP10,24,2,2,8,12,152861369,66,24,48,FURN0004,1,3,9,0
9716653-,0,DX_EP_OP10,48,3,2,9,12,152861369,60,28,24,FURN0004,1,3,10,0
9716655-,0,DX_EP_OP10,0,4,1,23,12,152861369,86,75,24,FURN0004,1,3,9,0
9716656-,0,DX_EP_OP10,24,2,2,5,12,152861369,66,12,96,FURN0004,0,3,9,0
9716672-,0,SUMMIT_P,,2,2,3,10,152868301,40,10,24,FURN0005,1,2,8,0
9716679-,0,SUMMIT_P,,2,2,4,10,152863741,30,15,192,FURN0005,0,2,9,0
9716680-,0,SUMMIT_P,,3,2,8,10,152868301,60,30,0,FURN0005,1,2,9,0
9716682-,0,SUMMIT_P,,2,1,23,10,152863741,30,25,24,FURN0005,1,2,9,0
9716701-,0,GUIMST_P,24,2,1,14,9,152851276,36,0,0,FURN0004,0,2,8,0
9716707-,0,GUIMST_P,48,4,1,14,9,152861371,41,0,24,FURN0004,0,2,8,0
9721045-,0,PIN_GRIP_P,96,3,2,1,10,152848438,96,0,48,FURN0007,1,2,9,0
9721055-,0,PIN_GRIP_P,72,2,2,8,10,152890987,94,64,24,FURN0007,0,1,9,1
9721060-,0,PIN_GRIP_P,24,5,2,3,10,152824995,95,20,24,FURN0007,0,3,9,0
9721066-,0,PIN_GRIP_P,0,5,1,18,10,152890987,55,45,96,FURN0007,1,2,9,0
9721067-,0,PIN_GRIP_P,0,2,1,17,10,152051910,100,40,72,FURN0007,1,3,9,0
9721069-,0,PIN_GRIP_P,24,1,2,3,10,152824994,92,10,24,FURN0007,0,3,9,0
9721071-,0,PIN_GRIP_P,24,4,1,17,10,152824994,100,40,96,FURN0007,0,3,9,0
9721074-,0,PIN_GRIP_P,24,2,1,17,10,152051910,100,30,48,FURN0007,1,3,9,0
9721089-,0,PIN_GRIP_P,0,1,2,9,10,152890987,97,79,0,FURN0007,1,1,9,0
9721090-,0,PIN_GRIP_P,0,2,2,10,10,152065732,100,80,24,FURN0007,1,2,9,1
9721094-,0,PIN_GRIP_P,24,1,2,7,10,152890987,97,57,0,FURN0007,0,1,9,1
9721111-,0,PIN_GRIP_P,0,2,1,23,10,152827348,108,108,72,FURN0007,1,2,9,0
9721114-,0,PIN_GRIP_P,24,4,1,16,10,152890987,122,49,96,FURN0007,0,2,9,1
9721122-,0,PIN_GRIP_P,0,3,2,8,10,152824995,108,78,0,FURN0007,0,3,9,0
9721135-,0,PINN_PORO,24,3,2,5,10,152072888,120,40,0,FURN0004,0,2,9,0
9721150-,0,PINN_PORO,48,1,1,18,10,152806978,125,20,24,FURN0005,0,2,11,0
9721153-,0,PINN_PORO,0,2,1,14,10,152072888,102,0,48,FURN0006,1,2,10,0
9721157-,0,PINN_PORO,24,1,2,2,10,152848005,90,0,24,FURN0005,1,2,9,0
9721167-,0,PINN_PORO,24,3,2,11,10,152059403,10,0,24,FURN0004,1,2,9,0
9721169-,0,PINN_PORO,144,5,2,4,10,152890600,50,20,72,FURN0005,1,1,14,0
9721172-,0,PINN_PORO,0,4,1,23,10,152848005,102,92,24,FURN0005,1,2,9,0
9721176-,0,PINN_PORO,504,7,2,9,10,152815980,30,20,1008,FURN0006,0,1,12,0
9721187-,0,PINN_PORO,24,6,2,9,10,152861369,124,90,120,FURN0006,0,3,11,1
9721189-,0,PINN_PORO,48,2,2,3,10,152868302,121,20,0,FURN0005,0,2,10,0
9721208-,0,PINN_PORO,0,4,1,16,10,152848005,102,32,72,FURN0004,0,2,9,0
9721212-,0,PINN_PORO,0,7,1,17,10,152859275,101,50,24,FURN0004,0,2,9,0
9721213-,0,PINN_PORO,0,3,1,22,10,152061442,132,102,24,FURN0004,0,3,9,0
9721214-,0,PINN_PORO,48,1,2,9,10,152806978,110,40,24,FURN0005,1,2,9,0
9721216-,0,PINN_PORO,0,2,1,21,10,152061442,129,99,24,FURN0004,0,3,9,0
9721222-,0,PINN_PORO,0,7,1,22,10,152859275,101,91,72,FURN0006,0,2,9,0
9721223-,0,PINN_PORO,24,3,2,11,10,152806978,111,101,0,FURN0006,1,2,10,0
9721224-,0,PINN_PORO,24,4,2,3,10,152072888,120,30,0,FURN0004,0,2,9,0
9721227-,0,PINN_PORO,24,7,2,4,10,152059403,60,50,144,FURN0004,1,2,9,0
9721237-,0,PINN_PORO,0,3,1,13,10,152859137,60,0,24,FURN0005,1,0,10,1
9721244-,0,PIN_GRIP_P,0,5,2,10,10,152848438,90,70,192,FURN0007,1,2,9,1
9721247-,0,SUMMIT_P,,3,1,19,10,152863741,41,31,48,FURN0005,1,2,8,0
9721250-,0,SUMMIT_P,,1,2,7,10,152863741,63,23,144,FURN0005,0,2,9,0
9721251-,0,SUMMIT_P,,1,1,13,10,152871590,60,0,48,FURN0005,1,2,9,0
9721253-,0,SUMMIT_P,,7,1,23,10,152868301,50,40,48,FURN0005,1,2,8,0
9721256-,0,SUMMIT_P,,2,2,3,10,152863741,30,5,24,FURN0005,0,2,9,0
9721257-,0,SUMMIT_P,,1,2,4,10,152863741,63,13,0,FURN0005,0,2,9,0
9721258-,0,SUMMIT_P,,1,2,11,10,152863741,63,53,96,FURN0005,1,2,9,0
