WO-MRR NUM,IS REWORK,PROD_CDE,HOURS BLAST TO PREP,PREP DAY,PREP SHIFT,PREP H,PREP QTY,PREP ASSOCIATE,PREP QTY IN THE SHIFT,PREPED IN THE SHIFT SO FAR,HOURS PREP TO FUR,FURN,HAS SCRAP AT SINTER,ASSOCIATE AXPERIENCE,Prep week,Has MRR
9880593-,0,GUIMST_P,24,3,2,6,9,152872563,27,9,0,FURN0005,0,2,33,1
9880634-,0,SUMMIT_P,,4,2,3,10,152072888,50,0,144,FURN0005,0,3,33,0
9881100-,0,PIN_GRIP_P,96,4,2,5,10,152926099,100,50,0,FURN0004,0,0,34,0
9881116-,0,PIN_GRIP_P,72,3,1,14,10,152890987,50,10,,FURN0007,0,2,35,0
9881129-,0,PIN_GRIP_P,24,5,2,8,10,152072361,90,60,24,FURN0007,1,3,33,0
9881130-,0,PIN_GRIP_P,24,5,2,9,10,152072361,90,70,48,FURN0007,0,3,33,1
9881138-,0,PIN_GRIP_P,48,1,2,1,10,152849580,100,0,0,FURN0007,1,2,34,0
9881144-,0,PIN_GRIP_P,0,5,2,7,10,152890987,100,50,24,FURN0007,0,2,34,0
9881163-,0,PIN_GRIP_P,0,5,1,19,10,152900144,40,30,48,FURN0007,1,1,33,0
9881164-,0,PIN_GRIP_P,0,3,2,12,10,152900996,110,0,24,FURN0007,0,2,34,0
9881166-,0,PIN_GRIP_P,24,4,1,20,10,152054287,103,63,120,FURN0007,1,3,33,0
9881172-,0,PIN_GRIP_P,24,2,2,2,10,152904101,114,20,0,FURN0007,0,2,34,0
9881182-,0,PIN_GRIP_P,0,5,1,16,10,152054287,76,30,72,FURN0007,1,3,33,0
9881185-,0,PIN_GRIP_P,0,1,1,22,10,152927232,84,84,24,FURN0007,1,1,35,0
9881193-,0,PIN_GRIP_P,24,3,2,7,10,152925222,120,50,0,FURN0004,1,1,38,0
9881195-,0,PIN_GRIP_P,72,1,1,20,10,152849580,105,66,24,FURN0007,1,2,36,0
9881199-,0,PIN_GRIP_P,0,6,2,6,10,152051910,110,55,24,FURN0007,0,3,33,0
9881216-,0,PINN_PORO,0,1,1,20,10,152861369,90,90,0,FURN0005,0,3,35,0
9881224-,0,PINN_PORO,0,7,2,10,10,152861369,140,130,72,FURN0006,0,3,33,0
9881226-,0,PINN_PORO,0,5,1,15,10,152872541,47,27,72,FURN0004,0,2,33,0
9881227-,0,PINN_PORO,120,5,1,17,10,152868302,100,50,24,FURN0004,0,2,34,0
9881233-,0,PINN_PORO,72,2,2,10,10,152834263,78,38,24,FURN0005,1,2,34,0
9881238-,0,PINN_PORO,24,7,2,4,10,152861369,140,50,72,FURN0005,0,3,33,0
9881243-,0,PINN_PORO,72,1,2,4,10,152852517,110,40,48,FURN0005,0,2,34,0
9881251-,0,PINN_PORO,24,2,2,7,10,152072888,40,30,24,FURN0004,0,3,35,0
9881255-,0,PINN_PORO,0,5,1,19,10,152806978,80,50,72,FURN0004,1,3,33,0
9881258-,0,PINN_PORO,24,1,1,19,10,57000763,60,30,48,FURN0006,1,3,34,0
9881273-,0,PINN_PORO,120,1,1,16,10,152899588,70,40,96,FURN0005,0,2,35,0
9881277-,0,PINN_PORO,48,2,2,2,10,152828421,70,10,96,FURN0005,0,2,38,0
9881283-,0,PIN_GRIP_P,0,2,1,22,10,152824995,60,40,24,FURN0004,0,3,34,0
9881297-,0,PIN_GRIP_P,0,2,2,11,10,152849580,100,90,0,FURN0004,1,2,34,1
9881299-,0,PIN_GRIP_P,0,2,1,23,10,152072361,65,55,24,FURN0004,1,3,34,0
9881301-,0,PIN_GRIP_P,24,7,2,5,10,152051910,60,50,24,FURN0007,0,3,33,0
9881303-,0,PINN_PORO,0,3,2,11,10,152899588,52,42,0,FURN0006,1,2,34,0
9881392-,0,DX_EP_OP10,144,6,2,3,12,152868303,44,8,0,FURN0004,1,2,36,0
9881417-,0,GUIMST_P,0,7,1,23,9,152861371,45,36,24,FURN0004,1,2,33,0
9881600-,0,PIN_GRIP_P,0,5,2,4,10,152927232,70,20,24,FURN0007,0,1,34,1
9881603-,0,PIN_GRIP_P,24,1,1,16,10,152824995,116,36,0,FURN0007,0,3,34,0
9881607-,0,PIN_GRIP_P,96,4,1,14,10,152849580,114,14,24,FURN0007,1,2,34,0
9881612-,0,PIN_GRIP_P,0,5,1,20,10,152065732,40,30,72,FURN0007,0,3,33,0
9881613-,0,PIN_GRIP_P,96,4,1,23,10,152925222,121,111,24,FURN0007,1,0,34,0
9881620-,0,PIN_GRIP_P,0,2,1,20,10,152824995,60,30,24,FURN0004,1,3,34,0
9881622-,0,PIN_GRIP_P,0,2,1,21,10,152072361,65,35,24,FURN0004,0,3,34,0
9881625-,0,PIN_GRIP_P,0,5,1,23,10,152051910,20,10,48,FURN0007,1,3,33,0
9881631-,0,PIN_GRIP_P,0,2,2,8,10,152849580,100,70,0,FURN0004,1,2,34,0
9881633-,0,PIN_GRIP_P,24,4,2,1,10,152927232,110,10,0,FURN0007,1,0,34,0
9881634-,0,PIN_GRIP_P,0,4,1,23,10,152849580,114,104,24,FURN0007,1,2,34,1
9881641-,0,PIN_GRIP_P,0,4,2,11,10,152900144,49,39,0,FURN0007,1,1,34,0
9881642-,0,PIN_GRIP_P,24,2,2,8,10,152849580,100,60,0,FURN0004,0,2,34,1
9881645-,0,PIN_GRIP_P,0,2,2,10,10,152904101,114,94,24,FURN0004,1,2,34,0
9881648-,0,PIN_GRIP_P,0,2,1,18,10,152072361,65,15,24,FURN0004,0,3,34,0
9881664-,0,PIN_GRIP_P,0,2,2,8,10,152904101,114,64,0,FURN0004,0,2,34,0
9881668-,0,PIN_GRIP_P,24,1,2,9,10,152904101,92,51,0,FURN0007,1,2,34,0
9881671-,0,PINN_PORO,0,1,2,10,10,152852517,110,90,72,FURN0006,0,2,34,0
9881680-,0,PINN_PORO,48,2,2,10,10,152834263,78,58,24,FURN0005,0,2,34,0
9881681-,0,PINN_PORO,96,6,1,21,10,152806978,60,40,24,FURN0004,0,3,34,0
9881683-,0,PINN_PORO,24,4,2,0,10,152861369,131,0,0,FURN0006,0,3,34,0
9881689-,0,PINN_PORO,0,2,1,18,10,152925225,100,60,0,FURN0004,0,1,36,0
9881709-,0,PINN_PORO,24,1,2,6,10,152868302,110,70,0,FURN0004,0,2,34,0
9881710-,0,PINN_PORO,24,7,2,3,10,152868302,101,30,48,FURN0004,0,2,33,0
9881711-,0,PINN_PORO,24,2,2,8,10,152868302,130,100,0,FURN0005,0,3,37,0
9881726-,0,GUIMST_P,48,2,1,22,9,152872563,28,20,24,FURN0006,1,2,34,1
9881728-,0,GUIMST_P,48,2,1,18,9,152872563,28,0,0,FURN0006,0,2,34,0
9881729-,0,GUIMST_P,72,3,1,20,9,152872563,37,21,48,FURN0004,1,2,34,0
9881733-,0,GUIMST_P,48,1,2,7,9,152871590,28,19,0,FURN0006,0,2,34,1
9881736-,0,GUIMST_P,24,5,2,7,9,152872563,36,18,0,FURN0004,1,2,33,0
9881752-,0,GU_AN10_B,48,5,1,20,17,152852517,77,60,24,FURN0004,1,2,34,0
9881756-,0,GU_AN10_B,0,4,1,22,17,152852517,46,19,24,FURN0006,1,2,34,1
9881763-,0,GU_AN10_B,96,2,2,10,17,152851276,35,23,0,FURN0004,1,2,36,0
9882050-,0,PIN_GRIP_P,0,5,2,4,10,152904101,100,30,0,FURN0007,1,2,35,0
9882063-,0,PIN_GRIP_P,0,1,1,23,10,152890987,70,80,24,FURN0007,0,2,35,0
9882065-,0,PIN_GRIP_P,24,4,1,19,10,152904101,93,50,48,FURN0007,1,2,34,0
9882066-,0,PIN_GRIP_P,72,5,2,4,10,152890987,100,30,0,FURN0004,0,2,34,0
9882068-,0,PIN_GRIP_P,24,6,2,2,10,152926099,50,10,0,FURN0007,0,1,34,0
9882071-,0,PIN_GRIP_P,72,4,1,15,10,152899469,43,24,24,FURN0007,1,2,34,0
9882072-,0,PIN_GRIP_P,0,2,1,19,10,152890203,62,11,24,FURN0004,0,2,34,0
9882076-,0,PIN_GRIP_P,24,1,2,6,10,152849580,100,30,0,FURN0007,1,2,34,1
9882088-,0,PIN_GRIP_P,24,7,1,14,10,152904101,50,10,0,FURN0007,1,2,34,0
9882100-,0,PIN_GRIP_P,24,1,2,7,10,152849580,100,50,0,FURN0007,0,2,34,0
9882101-,0,PIN_GRIP_P,24,2,2,9,10,152849580,100,80,0,FURN0004,1,2,34,0
9882104-,0,PIN_GRIP_P,72,4,2,10,10,152926100,110,80,0,FURN0007,0,0,34,0
9882115-,0,PIN_GRIP_P,0,4,1,21,10,152827348,120,80,48,FURN0007,1,3,37,0
9882118-,0,PIN_GRIP_P,0,5,1,18,10,152926099,99,50,0,FURN0007,0,1,36,0
9882125-,0,PINN_PORO,0,1,2,3,10,152852517,110,30,0,FURN0006,0,2,34,0
9882129-,0,PINN_PORO,24,4,1,16,10,152868302,133,40,48,FURN0004,0,2,34,1
9882133-,0,PINN_PORO,48,4,1,18,10,152925225,131,71,24,FURN0006,0,0,34,0
9882135-,0,PINN_PORO,24,3,2,0,10,152861369,131,1,24,FURN0006,0,3,37,0
9882153-,0,PINN_PORO,96,1,2,2,10,152852517,80,0,0,FURN0005,1,2,35,1
9882170-,0,PINN_PORO,144,2,1,20,10,152899588,70,60,24,FURN0005,0,2,35,0
9882181-,0,PINN_PORO,24,6,2,1,10,152861369,130,10,0,FURN0006,0,3,33,0
9882183-,0,PINN_PORO,0,6,1,20,10,152806978,50,0,24,FURN0004,1,3,33,1
9882186-,0,PINN_PORO,0,5,1,23,10,152861369,10,0,24,FURN0006,0,3,33,1
9882200-,0,PIN_GRIP_P,0,7,2,8,10,152054287,30,10,0,FURN0007,1,3,33,0
9882210-,0,PIN_GRIP_P,24,1,2,6,10,152849580,100,40,0,FURN0007,0,2,34,1
9882212-,0,PIN_GRIP_P,24,1,2,9,10,152849580,100,70,0,FURN0007,1,2,34,1
9882216-,0,PIN_GRIP_P,48,1,1,16,10,152900144,50,20,24,FURN0007,1,1,35,1
9882218-,0,PIN_GRIP_P,24,7,2,10,10,152899469,70,60,0,FURN0007,1,2,34,1
9882224-,0,PIN_GRIP_P,24,2,2,4,10,152904101,114,40,0,FURN0004,1,2,34,0
9882618-,0,SUMMIT_P,,5,2,5,10,152863741,60,21,48,FURN0005,0,2,34,1
9882624-,0,SUMMIT_P,,6,2,11,10,152868301,20,10,24,FURN0005,1,2,33,0
9882644-,0,GUIMST_P,0,1,2,6,9,152851272,36,9,0,FURN0006,1,2,34,0
9882647-,0,GUIMST_P,120,5,2,4,9,152808293,25,0,0,FURN0006,1,0,34,0
9882648-,0,GUIMST_P,72,3,1,18,9,152861371,36,9,24,FURN0006,1,2,34,0
9882662-,0,SUMMIT_P,,1,2,1,10,152871590,28,0,24,FURN0005,1,2,34,0
9882864-,0,DX_EP_OP10,144,6,1,23,12,152868303,48,42,24,FURN0005,1,2,38,1
9882953-,0,PIN_GRIP_P,0,5,2,8,10,152927232,70,40,0,FURN0007,1,1,34,0
9882954-,0,PIN_GRIP_P,24,2,2,4,10,152072361,110,30,0,FURN0007,1,3,35,0
9882957-,0,PIN_GRIP_P,72,2,2,3,10,152890203,100,30,0,FURN0004,0,2,35,0
9882959-,0,PIN_GRIP_P,0,1,1,15,10,152926099,80,20,24,FURN0007,0,1,35,0
9882961-,0,PIN_GRIP_P,24,2,2,5,10,152890203,100,50,0,FURN0007,0,2,35,0
9882968-,0,PIN_GRIP_P,0,3,1,23,10,152890203,110,100,24,FURN0007,0,2,34,0
9882974-,0,PIN_GRIP_P,48,1,1,21,10,152900144,50,40,24,FURN0007,0,1,35,0
9882978-,0,PIN_GRIP_P,0,3,2,10,10,152926100,20,0,0,FURN0004,0,0,34,0
9882980-,0,PIN_GRIP_P,0,4,1,21,10,152890203,110,80,72,FURN0007,0,2,35,0
9882983-,0,PIN_GRIP_P,24,4,2,2,10,152926100,110,10,24,FURN0004,0,0,34,0
9882989-,0,PIN_GRIP_P,0,4,1,23,10,152072361,90,80,24,FURN0007,1,3,35,1
9882992-,0,PIN_GRIP_P,0,4,1,18,10,152072361,90,40,0,FURN0007,1,3,35,0
9882996-,0,PIN_GRIP_P,72,2,2,2,10,152072361,80,10,24,FURN0007,1,3,38,0
9882999-,0,PIN_GRIP_P,24,2,1,22,10,152890987,110,90,24,FURN0007,0,3,38,0
9883006-,0,PINN_PORO,0,2,2,7,10,152868302,110,60,0,FURN0006,0,2,34,0
9883017-,0,PINN_PORO,192,1,2,6,10,152872541,26,0,24,FURN0006,1,2,36,1
9883039-,0,PINN_PORO,24,3,2,11,10,152834263,95,70,48,FURN0005,1,2,35,0
9883052-,0,PIN_GRIP_P,0,4,2,5,10,152927232,110,50,48,FURN0007,0,0,34,0
9883055-,0,PINN_PORO,24,3,2,7,10,152899588,52,12,24,FURN0006,1,2,34,0
9883056-,0,PINN_PORO,24,3,2,2,10,152925225,130,10,48,FURN0005,0,2,38,0
9883057-,0,PINN_PORO,24,3,2,10,10,152899588,52,32,0,FURN0006,0,2,34,0
9883060-,0,PINN_PORO,24,4,1,18,10,152868302,133,73,24,FURN0004,0,2,34,0
9883070-,0,PINN_PORO,0,6,2,10,10,152890601,120,110,72,FURN0006,1,2,39,0
9883169-,0,GUIMST_P,24,5,2,9,9,152808293,25,9,0,FURN0006,1,0,34,1
9883170-,0,GUIMST_P,24,6,2,8,9,152808293,18,9,0,FURN0004,1,1,34,1
9883179-,0,SUMMIT_P,,2,1,23,10,152896776,30,20,24,FURN0005,0,2,34,0
9883180-,0,SUMMIT_P,,3,2,11,10,152863741,15,9,48,FURN0005,1,2,34,0
9883187-,0,SUMMIT_P,,3,1,17,10,152896776,50,20,48,FURN0005,0,2,34,0
9883188-,0,SUMMIT_P,,1,1,15,10,152863741,66,14,24,FURN0005,1,2,35,1
9883190-,0,SUMMIT_P,,7,2,2,10,152868301,60,0,0,FURN0005,1,2,34,1
9883240-,0,SUMMIT_P,,2,2,7,10,152894691,26,16,24,,1,1,35,1
9883241-,0,SUMMIT_P,,3,1,14,10,152863741,30,0,288,FURN0005,0,2,35,0
9883244-,0,SUMMIT_P,,4,1,15,10,152894691,20,0,24,FURN0005,0,1,35,0
9883251-,0,SUMMIT_P,,4,2,9,10,152863741,70,40,24,FURN0005,1,2,34,0
9883383-,0,SUMMIT_P,,4,2,8,10,152863741,70,0,24,FURN0005,1,2,34,0
9883384-,0,SUMMIT_P,,4,2,8,10,152863741,70,30,24,FURN0005,1,2,34,0
9883386-,0,SUMMIT_P,,3,2,8,10,152871590,39,30,216,FURN0005,1,2,35,0
9883445-,0,PIN_GRIP_P,96,2,2,6,10,152890203,100,60,0,FURN0007,0,2,35,0
9883449-,0,PIN_GRIP_P,24,6,2,2,10,152900996,32,22,24,FURN0007,0,2,34,0
9883469-,0,PIN_GRIP_P,0,4,1,22,10,152849580,114,94,24,FURN0007,1,2,34,0
9883483-,0,PIN_GRIP_P,0,5,1,19,10,152904101,73,50,24,FURN0007,0,2,34,0
9883488-,0,PIN_GRIP_P,0,2,1,17,10,152927232,36,41,24,,1,1,35,0
9883495-,0,PIN_GRIP_P,0,2,2,12,10,152927232,36,0,24,,1,1,35,0
9883496-,0,PIN_GRIP_P,0,3,2,9,10,152925222,83,86,,FURN0007,1,1,35,0
9883497-,0,PIN_GRIP_P,0,1,1,16,10,152927232,84,30,24,FURN0007,1,1,35,0
9883501-,0,PIN_GRIP_P,0,4,1,15,10,152072361,90,20,24,FURN0007,1,3,35,0
9883506-,0,PIN_GRIP_P,0,4,1,23,10,152904101,93,83,24,FURN0007,1,2,34,0
9883516-,0,PINN_PORO,24,4,1,19,10,152834263,118,68,48,FURN0004,1,2,34,0
9883518-,0,PINN_PORO,0,3,2,10,10,152899588,122,102,0,FURN0004,1,2,37,0
9883522-,0,PINN_PORO,0,4,2,12,10,152868302,133,0,24,FURN0006,0,2,34,0
9883525-,0,PINN_PORO,24,5,2,1,10,152899588,100,0,0,FURN0006,1,2,34,0
9883529-,0,PINN_PORO,0,5,2,8,10,152899588,100,60,0,FURN0006,1,2,34,0
9883537-,0,PINN_PORO,48,1,1,19,10,152806978,80,60,240,FURN0004,0,3,35,0
9883544-,0,PINN_PORO,0,7,1,19,10,152861369,130,100,24,FURN0005,0,3,34,0
9883557-,0,PINN_PORO,48,1,1,15,10,152899588,70,30,48,FURN0005,1,2,35,0
9883559-,0,PINN_PORO,0,7,1,14,10,152861369,130,40,0,FURN0006,0,3,34,0
9883560-,0,PINN_PORO,0,4,1,16,10,152834263,118,48,24,FURN0006,1,2,34,0
9883564-,0,PINN_PORO,0,4,2,12,10,152861369,80,0,48,FURN0004,0,3,36,0
9883568-,0,PINN_PORO,24,4,2,12,10,152861369,125,10,24,FURN0006,0,3,39,0
9883573-,0,PINN_PORO,24,3,2,5,10,152925225,130,50,96,FURN0005,1,2,38,0
9883575-,0,PINN_PORO,0,1,2,3,10,152925225,54,22,24,FURN0004,0,1,37,0
9883588-,0,PIN_GRIP_P,0,4,1,20,10,152849580,114,54,24,FURN0007,1,2,34,0
9883592-,0,PIN_GRIP_P,0,4,1,14,10,152904101,93,10,24,FURN0007,0,2,34,0
9883730-,0,GUIMST_P,0,4,1,20,9,152861371,27,18,48,FURN0004,0,2,34,0
9883809-,0,SUMMIT_P,,1,1,21,10,152863741,66,50,24,FURN0005,0,2,35,0
9883848-,0,SUMMIT_P,,1,1,16,10,152863741,66,24,24,FURN0005,0,2,35,1
9883852-,0,SUMMIT_P,,6,2,9,10,152868301,61,42,24,FURN0005,1,2,34,0
9883853-,0,SUMMIT_P,,6,2,5,10,152868301,61,20,72,FURN0005,1,2,34,0
9883858-,0,GUIMST_P,0,4,1,17,9,152861371,27,9,24,FURN0004,1,2,34,0
9883860-,0,GUIMST_P,96,1,1,22,9,152851276,31,19,0,FURN0005,0,2,35,0
9883864-,0,GUIMST_P,24,2,1,23,9,152851276,26,25,24,FURN0004,0,2,35,0
9883996-,0,DX_EP_OP10,24,2,2,6,12,152925182,48,12,24,FURN0004,0,1,37,0
9884349-,0,PIN_GRIP_P,24,6,2,1,10,152899469,80,10,0,FURN0007,1,2,34,0
9884351-,0,PIN_GRIP_P,0,5,1,13,10,152925222,80,10,0,FURN0007,1,1,34,0
9884370-,0,PIN_GRIP_P,0,1,2,12,10,152900144,50,0,24,FURN0007,0,1,35,1
9884375-,0,PIN_GRIP_P,24,7,2,4,10,152925222,40,0,0,FURN0007,0,1,34,0
9884377-,0,PIN_GRIP_P,0,5,2,11,10,152926100,70,60,0,FURN0007,1,1,34,0
9884378-,0,PIN_GRIP_P,24,7,2,5,10,152925222,40,10,0,FURN0007,1,1,34,0
9884387-,0,PIN_GRIP_P,24,6,2,4,10,152899469,80,30,24,FURN0007,1,2,34,0
9884389-,0,PIN_GRIP_P,24,7,2,5,10,152899469,70,30,0,FURN0007,1,2,34,1
9884399-,0,PIN_GRIP_P,24,6,2,0,10,152899469,80,0,0,FURN0007,0,2,34,0
9884402-,0,PIN_GRIP_P,48,1,1,20,10,152927232,84,60,24,FURN0007,0,1,35,0
9884406-,0,PIN_GRIP_P,0,5,2,10,10,152925222,121,91,0,FURN0007,0,1,38,0
9884429-,0,PINN_PORO,0,1,1,17,10,152806978,80,40,48,FURN0005,1,3,35,0
9884432-,0,PINN_PORO,72,3,2,8,10,152861369,131,91,0,FURN0004,1,3,37,0
9884444-,0,PINN_PORO,0,2,1,22,10,152861369,71,110,24,FURN0004,0,3,35,0
9884454-,0,PINN_PORO,24,1,2,3,10,152852517,80,10,0,FURN0005,0,2,35,0
9884457-,0,PINN_PORO,24,1,2,4,10,152852517,80,40,0,FURN0005,0,2,35,0
9884458-,0,PINN_PORO,24,5,2,3,10,152072888,100,20,0,FURN0006,0,3,39,0
9884465-,0,PINN_PORO,0,3,2,12,10,152899588,70,0,0,FURN0005,1,2,35,0
9884467-,0,PINN_PORO,72,3,2,2,10,152925225,130,0,,FURN0004,0,1,35,0
9884478-,0,PINN_PORO,0,3,2,8,10,152072888,106,66,24,FURN0004,0,3,36,0
9884490-,0,PINN_PORO,0,1,2,4,10,152925225,54,32,0,FURN0006,1,1,37,1
9884498-,0,PINN_PORO,24,6,1,22,10,152852517,20,0,24,FURN0006,1,2,34,0
9884499-,0,PINN_PORO,24,1,1,13,10,152861369,90,20,48,FURN0005,1,3,35,0
9884510-,0,PINN_PORO,48,2,2,11,10,152072888,40,70,0,FURN0006,1,3,35,1
9884518-,0,PIN_GRIP_P,24,3,2,3,10,152072361,99,19,0,FURN0007,0,3,36,0
9884519-,0,PIN_GRIP_P,0,3,1,20,10,152827348,98,58,24,FURN0007,1,3,39,0
9884520-,0,PIN_GRIP_P,24,3,2,11,10,152849580,96,96,24,FURN0007,0,2,35,0
9884531-,0,PIN_GRIP_P,24,6,2,2,10,152827348,30,20,24,FURN0007,1,3,38,1
9884533-,0,PIN_GRIP_P,24,2,2,10,10,152926100,80,60,0,FURN0007,1,1,36,0
9884537-,0,PIN_GRIP_P,48,3,2,3,10,152849580,96,24,,FURN0007,1,2,35,0
9884545-,0,PIN_GRIP_P,0,1,1,22,10,152927232,84,94,24,FURN0007,1,1,35,0
9884601-,0,GUIMST_P,0,5,2,11,9,152806978,41,29,72,FURN0005,1,3,34,1
9885046-,0,PINN_PORO,24,3,2,6,10,152868302,130,60,120,FURN0006,0,2,35,0
9885052-,0,PINN_PORO,48,1,2,1,10,152868302,130,0,0,FURN0006,1,3,40,0
9885063-,0,PINN_PORO,0,7,1,16,10,152890600,110,20,72,FURN0006,0,2,39,0
9885088-,0,GUIMST_P,0,2,1,18,9,152808293,9,7,144,FURN0004,1,1,35,1
9885090-,0,GUIMST_P,24,3,2,2,9,152851272,27,0,0,FURN0004,1,2,35,1
9885094-,0,GUIMST_P,0,2,1,17,9,152806978,18,0,72,FURN0005,1,3,35,0
9885126-,0,PIN_GRIP_P,24,5,2,3,10,152925222,100,40,0,FURN0007,1,1,35,0
9885129-,0,PIN_GRIP_P,0,5,2,6,10,152925222,100,60,240,FURN0007,1,1,35,1
9885137-,0,PIN_GRIP_P,0,2,1,13,10,152926100,20,0,24,,0,1,35,0
9885149-,0,PINN_PORO,24,6,2,3,10,152861369,120,30,0,FURN0005,0,3,37,0
9885154-,0,PINN_PORO,0,4,1,13,10,152868302,101,10,0,FURN0005,1,3,37,0
9885156-,0,PINN_PORO,24,2,1,15,10,152868302,107,20,0,FURN0006,1,3,36,0
9885159-,0,PINN_PORO,0,2,1,15,10,152899588,70,30,24,FURN0005,0,2,35,0
9885161-,0,PINN_PORO,0,4,1,19,10,152861369,80,70,48,FURN0004,1,3,36,0
9885162-,0,PINN_PORO,0,4,1,13,10,152925225,135,5,0,FURN0005,1,1,37,0
9885178-,0,PIN_GRIP_P,0,3,2,5,10,152925222,83,50,,FURN0007,1,1,35,0
9885180-,0,PIN_GRIP_P,120,3,2,2,10,152849580,56,23,0,FURN0007,1,2,38,0
9885183-,0,PIN_GRIP_P,0,3,1,18,10,152849580,93,53,24,FURN0007,1,2,36,0
9885185-,0,PIN_GRIP_P,48,5,2,11,10,152849580,70,0,0,FURN0007,1,2,37,0
9885299-,0,GUIMST_P,0,3,2,10,9,152851272,27,18,0,FURN0004,1,2,35,1
9885571-,0,PIN_GRIP_P,0,5,2,12,10,152926099,99,0,0,FURN0007,0,1,36,0
9885572-,0,PIN_GRIP_P,72,1,1,13,10,152849580,105,6,24,FURN0007,1,2,36,1
9885573-,0,PIN_GRIP_P,0,5,2,12,10,152824995,70,0,0,FURN0007,0,3,35,0
9885586-,0,PIN_GRIP_P,0,5,1,17,10,152900144,70,30,48,FURN0007,0,2,37,0
9885627-,0,PIN_GRIP_P,24,1,1,22,10,152827348,120,90,24,FURN0007,0,3,36,0
9885629-,0,PIN_GRIP_P,0,5,2,7,10,152925222,121,62,0,FURN0007,1,1,38,0
9885639-,0,PINN_PORO,0,3,1,13,10,152899588,70,10,0,FURN0005,1,2,35,0
9885666-,0,PINN_PORO,48,1,2,11,10,152861369,130,120,0,FURN0004,0,3,36,0
9885674-,0,PINN_PORO,0,2,1,19,10,152868302,107,70,0,FURN0006,1,3,36,0
9885688-,0,PINN_PORO,0,1,1,22,10,152834263,74,48,24,FURN0006,0,2,36,0
9885699-,0,PINN_PORO,0,3,2,6,10,152861369,131,61,0,FURN0004,0,3,37,0
9885700-,0,PINN_PORO,0,3,2,7,10,152868302,130,70,120,FURN0006,0,2,35,0
9885706-,0,PIN_GRIP_P,,5,2,9,10,152904101,100,70,0,FURN0007,0,2,35,0
9885709-,0,PIN_GRIP_P,24,3,2,2,10,152890987,107,10,48,FURN0007,0,2,37,0
9885712-,0,PIN_GRIP_P,0,5,2,7,10,152904101,100,50,0,FURN0007,1,2,35,0
9885718-,0,PIN_GRIP_P,0,4,1,14,10,152890203,120,20,24,FURN0007,0,2,38,0
9885726-,0,SUMMIT_P,,7,2,5,10,152868301,66,20,168,FURN0005,0,2,35,0
9885731-,0,SUMMIT_P,,6,2,10,10,152868301,25,5,144,FURN0005,1,2,35,1
9885842-,0,GUIMST_P,0,3,1,18,9,152808293,18,9,,FURN0004,1,1,35,0
9885845-,0,GUIMST_P,72,6,2,9,3,152808293,3,0,432,FURN0005,1,1,35,1
9885973-,0,SUMMIT_P,,7,2,4,10,152871590,29,19,48,FURN0005,0,2,35,0
9885982-,0,SUMMIT_P,,6,2,11,10,152868301,50,43,24,FURN0005,1,2,36,0
9886169-,0,PIN_GRIP_P,24,1,2,9,10,152900144,60,40,0,FURN0007,1,1,36,0
9886175-,0,PIN_GRIP_P,48,7,2,6,10,152926099,50,30,24,FURN0007,0,1,35,0
9886178-,0,PIN_GRIP_P,48,2,2,6,10,152926099,110,50,0,FURN0007,1,1,36,0
9886182-,0,PIN_GRIP_P,96,2,2,11,10,152900144,58,48,0,FURN0007,0,1,36,0
9886183-,0,PIN_GRIP_P,72,2,2,8,10,152926099,110,70,0,FURN0007,0,1,36,1
9886188-,0,PIN_GRIP_P,0,1,2,9,10,152926099,110,80,0,FURN0007,0,1,36,0
9886189-,0,PIN_GRIP_P,0,1,2,10,10,152926099,110,90,0,FURN0007,1,1,36,0
9886195-,0,PIN_GRIP_P,24,1,1,18,10,152849580,105,56,24,FURN0007,1,2,36,0
9886198-,0,PIN_GRIP_P,0,1,1,16,10,152849580,105,36,24,FURN0007,1,2,36,0
9886214-,0,PIN_GRIP_P,48,1,2,7,10,152926099,110,60,0,FURN0007,0,1,36,0
9886221-,0,PIN_GRIP_P,48,1,1,20,10,152904101,102,62,24,FURN0007,0,2,36,1
9886225-,0,PIN_GRIP_P,24,5,2,4,10,152849580,80,20,0,FURN0007,1,2,35,0
9886227-,0,PIN_GRIP_P,24,5,2,8,10,152925222,100,90,0,FURN0007,1,1,35,0
9886231-,0,PIN_GRIP_P,48,7,2,3,10,152926099,50,0,0,FURN0007,0,1,35,0
9886238-,0,PIN_GRIP_P,24,2,2,1,10,152900144,58,10,0,FURN0007,1,1,36,0
9886250-,0,PIN_GRIP_P,0,4,2,1,10,152925222,120,0,0,FURN0004,0,1,38,0
9886253-,0,PIN_GRIP_P,0,3,1,17,10,152824995,110,40,24,FURN0004,1,3,37,0
9886257-,0,PIN_GRIP_P,24,1,2,3,10,152900144,60,10,0,FURN0007,0,1,36,0
9886263-,0,PIN_GRIP_P,0,4,2,8,10,152925222,120,70,0,FURN0007,1,1,38,0
9886272-,0,PIN_GRIP_P,0,1,2,11,10,152926100,101,91,24,FURN0007,0,1,36,0
9886277-,0,PIN_GRIP_P,24,1,1,17,10,152904101,102,42,24,FURN0007,1,2,36,0
9886278-,0,PIN_GRIP_P,0,1,1,17,10,152827348,120,40,24,FURN0007,0,3,36,0
